Carrera,Hora,Premio,Distancia,Tipo,Bolsa_Premios,Pista,Posicion,Numero,Ejemplar,Padre,Edad,Peso,Distancia_Ganador,Peso_Jinete,Jinete,Preparador,Stud,Dividendo,Tiempo,Favorito
3,13:05,Negro Matador,1300m,Condicional (Cd),CLP $4.340.000,Arena (Normal),1,4,Coral Reef,Dubai Sky,3,494k,,53k,R. Fournet,Aldo Parra D.,Las Araucarias,7.20,1.17.93,(6)Por Fortuna
3,13:05,Negro Matador,1300m,Condicional (Cd),CLP $4.340.000,Arena (Normal),2,5,Muy Admirado,Admiral,3,484k,cb,57k,R. Fuenzalida,Joao Castillo L.,Maulino,7.30,1.17.93,(6)Por Fortuna
3,13:05,Negro Matador,1300m,Condicional (Cd),CLP $4.340.000,Arena (Normal),3,3,Zulthan,Classic Empire,3,471k,4,57k,W. León,Jaime Espineira C.,Jaime Espiñeira C.,14.60,1.17.93,(6)Por Fortuna
3,13:05,Negro Matador,1300m,Condicional (Cd),CLP $4.340.000,Arena (Normal),4,8,Todos Mienten,Katmai,3,464k,5,53k,D. Cheuque,Julio Castillo D.,El Gallito,2.80,1.17.93,(6)Por Fortuna
3,13:05,Negro Matador,1300m,Condicional (Cd),CLP $4.340.000,Arena (Normal),5,6,Por Fortuna,Spun to Run,3,462k,5¾,57k,J. Medina,Juan Pablo Baeza J.,Doña Sofía,1.50,1.17.93,(6)Por Fortuna
4,13:30,Natatorio,1200m,Handicap (Hd) 1,CLP $2.650.500,Arena (Normal),1,5,La Rumbera,Competitive Edge,7,458k,,56k,M. Gutiérrez,Rafael Bernal G.,Gran Xime,4.80,1.12.27,(8)Silverchair
4,13:30,Natatorio,1200m,Handicap (Hd) 1,CLP $2.650.500,Arena (Normal),2,10,Bay Good Chiqui,Good Samaritan,4,402k,1¼,56k,R. Fuenzalida,Claudio Bernal G.,Malcib,11.60,1.12.27,(8)Silverchair
4,13:30,Natatorio,1200m,Handicap (Hd) 1,CLP $2.650.500,Arena (Normal),3,11,Francoli,Seeking The Dia,5,434k,1¾,56k,J. Vera,Rodrigo Quiroz S.,Lucaraste,7.10,1.12.27,(8)Silverchair
4,13:30,Natatorio,1200m,Handicap (Hd) 1,CLP $2.650.500,Arena (Normal),4,15,Vasca Brava,International Star,4,444k,2¼,56k,W. León,Jaime Espineira C.,Jaime Espiñeira C.,10.60,1.12.27,(8)Silverchair
4,13:30,Natatorio,1200m,Handicap (Hd) 1,CLP $2.650.500,Arena (Normal),5,8,Silverchair,Papelon,4,408k,2¾,56k,W. Quinteros,Oscar Donate S.,Redbros,3.60,1.12.27,(8)Silverchair
5,13:55,New Alec,1000m,Condicional (Cd),CLP $2.660.000,Arena (Normal),1,8,Secret Dragon,Tapitdoro,3,466k,,53k,F. Medina,Mario A. Apablaza G.,Mario Apablaza G.,3.10,57.78,(10)Bello Bijou
5,13:55,New Alec,1000m,Condicional (Cd),CLP $2.660.000,Arena (Normal),2,13,Minden,Get Jets,3,438k,1,57k,R. Fuenzalida,Aldo Castagneto U.,Las Araucarias,5.90,57.78,(10)Bello Bijou
5,13:55,New Alec,1000m,Condicional (Cd),CLP $2.660.000,Arena (Normal),3,11,Hugo El Terrible,California One,3,390k,2¾,57k,M. Gutiérrez,Oscar Donate S.,Bruno Alonso,42.90,57.78,(10)Bello Bijou
5,13:55,New Alec,1000m,Condicional (Cd),CLP $2.660.000,Arena (Normal),4,3,Temple Del Toque,Dubai Sky,3,433k,2¾,57k,M. Galáz,Luis Machulas G.,Yayita,90.10,57.78,(10)Bello Bijou
5,13:55,New Alec,1000m,Condicional (Cd),CLP $2.660.000,Arena (Normal),5,2,Rey Olimpus,Del Pacifico,3,445k,4¼,57k,W. Quinteros,Oscar Donate S.,Don Alfonso,29.30,57.78,(10)Bello Bijou
6,14:20,Natania,1000m,Condicional (Cd),CLP $2.660.000,Arena (Normal),1,2,Niñita Por Dios,Gran Carboncillo,3,464k,,51k,D. Cheuque,Juan Pablo Baeza J.,Hermanos Díaz,3.60,57.42,(8)Scotish Queen
6,14:20,Natania,1000m,Condicional (Cd),CLP $2.660.000,Arena (Normal),2,8,Scotish Queen,Robert Bruce,3,457k,¾ cp,51k,F. Medina,Carlos Urbina H.,Haras Convento Viejo,2.60,57.42,(8)Scotish Queen
6,14:20,Natania,1000m,Condicional (Cd),CLP $2.660.000,Arena (Normal),3,7,Hi Fly,Flyer,3,423k,5¾,55k,P. Galáz,Hernán Pacheco P.,Grande Tio Kiko,29.80,57.42,(8)Scotish Queen
6,14:20,Natania,1000m,Condicional (Cd),CLP $2.660.000,Arena (Normal),4,1,Shyuanna,Boboman,3,440k,6¼,55k,V. Miranda,Juan C. Pichara J.,Agric.Santa Laura,6.20,57.42,(8)Scotish Queen
6,14:20,Natania,1000m,Condicional (Cd),CLP $2.660.000,Arena (Normal),5,9,Katie Melua,Flameaway,3,482k,7,55k,N. Ramirez,Oscar Donate S.,Guillermo Cordova T.,2.90,57.42,(8)Scotish Queen
7,14:46,Niño Astuto,1200m,Handicap (Hd) 2 al 1,CLP $3.069.000,Arena (Normal),1,12,India Terca,Gemologist,8,469k,,56k,S. González,Eugenio Switt V.,Florence,2.30,1.12,(12)India Terca
7,14:46,Niño Astuto,1200m,Handicap (Hd) 2 al 1,CLP $3.069.000,Arena (Normal),2,11,Gamorra,The Lumber Guy,7,443k,¾ cp,59k,L. Torres,Rodrigo Quiroz S.,Los Bello,5.10,1.12,(12)India Terca
7,14:46,Niño Astuto,1200m,Handicap (Hd) 2 al 1,CLP $3.069.000,Arena (Normal),3,9,La Tostadora,Cupid,5,487k,2,56k,A. Covarrubias,Hernán Pacheco P.,Grande Tio Kiko,6.60,1.12,(12)India Terca
7,14:46,Niño Astuto,1200m,Handicap (Hd) 2 al 1,CLP $3.069.000,Arena (Normal),4,4,Lumber Boy,The Lumber Guy,4,432k,3¾,56k,G. Aros,Lauro Pérez A.,Santa Malva,5.60,1.12,(12)India Terca
7,14:46,Niño Astuto,1200m,Handicap (Hd) 2 al 1,CLP $3.069.000,Arena (Normal),5,5,Mangino,No Nay Never,9,465k,4,56k,C. Weilby,Alberto Aviles L.,Hermanos y Amigos,16.50,1.12,(12)India Terca
8,15:12,Non Stop,1000m,Condicional (Cd),CLP $2.660.000,Arena (Normal),1,7,Bulla Blue,Patternrecognition,3,441k,,55k,P. Robles,John Pinochet P.,Los Pollitos,12.90,58.87,(2)Modelo Sbelt
8,15:12,Non Stop,1000m,Condicional (Cd),CLP $2.660.000,Arena (Normal),2,4,La Cia,International Star,3,400k,VP,55k,M. Gutiérrez,Oscar Donate S.,Mario Andrés,4.60,58.87,(2)Modelo Sbelt
8,15:12,Non Stop,1000m,Condicional (Cd),CLP $2.660.000,Arena (Normal),3,11,Follow Your Dreams,Spun to Run,3,478k,1,55k,H. Ochoa,Isaac Michea F.,Lopito,6.20,58.87,(2)Modelo Sbelt
8,15:12,Non Stop,1000m,Condicional (Cd),CLP $2.660.000,Arena (Normal),4,3,Wittenburg,Dubai Sky,3,438k,1,55k,R. Fuenzalida,Aldo Castagneto U.,Las Araucarias,6.20,58.87,(2)Modelo Sbelt
8,15:12,Non Stop,1000m,Condicional (Cd),CLP $2.660.000,Arena (Normal),5,5,La Jeshu,Distorted Economy,3,435k,3¾,55k,N. Santibañez,Daniel Contreras A.,Ja,6.50,58.87,(2)Modelo Sbelt
9,15:38,Naranjo O Limonero,1900m,Handicap (Hd) 10 al 6,CLP $4.712.000,Arena (Normal),1,6,Pajoma,Bad Daddy,5,441k,,56k,J. Medina,Isaac Michea F.,Bruno Alonso,1.90,1.57.59,(6)Pajoma
9,15:38,Naranjo O Limonero,1900m,Handicap (Hd) 10 al 6,CLP $4.712.000,Arena (Normal),2,7,El Puntuo,Good Samaritan,5,472k,11¾,57k,N. Ramirez,J. Araya B.,Arriba Del Sillon,3.10,1.57.59,(6)Pajoma
9,15:38,Naranjo O Limonero,1900m,Handicap (Hd) 10 al 6,CLP $4.712.000,Arena (Normal),3,3,El Forastero,Roman Ruler,8,478k,12¾,53k,A. Vásquez,Ricardo Rojas S.,Chamo Candela,2.90,1.57.59,(6)Pajoma
9,15:38,Naranjo O Limonero,1900m,Handicap (Hd) 10 al 6,CLP $4.712.000,Arena (Normal),4,2,Sayer Paradise,Malagacy,6,456k,16½,54k,T. Seith,Eugenio Switt V.,Jurassic,24.70,1.57.59,(6)Pajoma
9,15:38,Naranjo O Limonero,1900m,Handicap (Hd) 10 al 6,CLP $4.712.000,Arena (Normal),5,5,Audelio,Gemologist,7,492k,21¾,56k,G. Aros,Julio Castillo D.,El Gallito,7.00,1.57.59,(6)Pajoma
10,16:05,No Parking,1200m,Handicap (Hd) 7 al 5,CLP $3.069.000,Arena (Normal),1,4,Top Model,Mo Town,5,437k,,55k,F. Moreno,José Venegas P.,Jose Venegas P.,11.60,1.11.18,(5)Avíspate Comadre
10,16:05,No Parking,1200m,Handicap (Hd) 7 al 5,CLP $3.069.000,Arena (Normal),2,12,Mi Nieto Bruno,Grand Daddy,4,468k,2,55k,A. Covarrubias,Hernán Pacheco P.,Grande Tio Kiko,4.70,1.11.18,(5)Avíspate Comadre
10,16:05,No Parking,1200m,Handicap (Hd) 7 al 5,CLP $3.069.000,Arena (Normal),3,8,Gran Pepe,Grand Daddy,7,545k,3½,54k,N. Ramirez,Eugenio Switt V.,Dossetto,4.20,1.11.18,(5)Avíspate Comadre
10,16:05,No Parking,1200m,Handicap (Hd) 7 al 5,CLP $3.069.000,Arena (Normal),4,9,Palmas Sorditas,Catcher in the Rye,6,433k,3½,55k,R. Fuenzalida,Rodrigo Muñoz M.,Las Tres Damas,1.30,1.11.18,(5)Avíspate Comadre
10,16:05,No Parking,1200m,Handicap (Hd) 7 al 5,CLP $3.069.000,Arena (Normal),5,2,Desert Cat,Newfoundland,8,451k,5,54k,N. Santibañez,Jaime Espineira C.,La Tropa,10.40,1.11.18,(5)Avíspate Comadre
11,16:30,Haras De Chile Marcel Zarour Atanacio,2000m,Clásico (Cl) (G2),CLP $16.060.000,Arena (Normal),1,7,Floriana,Classic Empire,4,418k,,60k,G. Ulloa,Jorge Andrés Inda D.,Benicia,4.20,2.03.40,(2)Dalyan
11,16:30,Haras De Chile Marcel Zarour Atanacio,2000m,Clásico (Cl) (G2),CLP $16.060.000,Arena (Normal),2,2,Dalyan,Dubai Sky,3,410k,1¼,53k,N. Molina,Rodrigo Quiroz S.,Las Araucarias,3.10,2.03.40,(2)Dalyan
11,16:30,Haras De Chile Marcel Zarour Atanacio,2000m,Clásico (Cl) (G2),CLP $16.060.000,Arena (Normal),3,3,Velatri,Robert Bruce,3,418k,5¼,53k,N. Ramirez,Oscar Silva S.,Arriba Las Palmas,3.80,2.03.40,(2)Dalyan
11,16:30,Haras De Chile Marcel Zarour Atanacio,2000m,Clásico (Cl) (G2),CLP $16.060.000,Arena (Normal),4,1,Piazza Veneta,Robert Bruce,3,514k,7,53k,V. Miranda,Genaro J. Covarrubias E.,Martino,6.40,2.03.40,(2)Dalyan
11,16:30,Haras De Chile Marcel Zarour Atanacio,2000m,Clásico (Cl) (G2),CLP $16.060.000,Arena (Normal),5,4,Good Sea,Good Samaritan,4,417k,7,60k,R.S. Dores,Mario Rabajille D.,Jujuy,5.80,2.03.40,(2)Dalyan
12,16:55,Negro Jose,1000m,Handicap (Hd) 41 al 31,CLP $4.789.500,Arena (Normal),1,7,Biscottino,Flameaway,4,465k,,60k,N. Molina,Rodrigo Quiroz S.,Filipino,5.60,56.05,(6)Platon
12,16:55,Negro Jose,1000m,Handicap (Hd) 41 al 31,CLP $4.789.500,Arena (Normal),2,1,Luz Oculta,Mendelssohn,4,463k,2,52k,J. Zúñiga,Mario Covarrubias,Quarter Dollar,2.90,56.05,(6)Platon
12,16:55,Negro Jose,1000m,Handicap (Hd) 41 al 31,CLP $4.789.500,Arena (Normal),3,6,Platon,Grand Daddy,4,542k,2¾,59k,H. Ochoa,Juan C. Pichara J.,Vasquez Retamales,2.50,56.05,(6)Platon
12,16:55,Negro Jose,1000m,Handicap (Hd) 41 al 31,CLP $4.789.500,Arena (Normal),4,3,Ke Pacquiao,International Star,4,467k,3¼,51k,I. Valdivia,Rodrigo Pulgar A.,Luis Benjamin,3.80,56.05,(6)Platon
12,16:55,Negro Jose,1000m,Handicap (Hd) 41 al 31,CLP $4.789.500,Arena (Normal),5,2,Negro Vlady,California One,5,483k,5¾,53k,N. Santibañez,Luis Urbina H.,Luis Urbina H.,22.90,56.05,(6)Platon
13,17:24,Samuel Sanchez Vial,1200m,Clásico (Cl) (ClCd),CLP $9.522.950,Arena (Normal),1,7,Arturo Roberto,Imperia II,3,482k,,57k,S. González,Rodrigo Quiroz S.,Arturo Y Cecilia,10.10,1.09.30,(1)Sub Star
13,17:24,Samuel Sanchez Vial,1200m,Clásico (Cl) (ClCd),CLP $9.522.950,Arena (Normal),2,14,Bajos York,Seeking The Dia,3,500k,cb,57k,P. Robles,John Pinochet P.,Jean Franco,4.60,1.09.30,(1)Sub Star
13,17:24,Samuel Sanchez Vial,1200m,Clásico (Cl) (ClCd),CLP $9.522.950,Arena (Normal),3,1,Sub Star,Mendelssohn,3,460k,1½,57k,K. Espina,Juan Pablo Baeza J.,Identic,3.00,1.09.30,(1)Sub Star
13,17:24,Samuel Sanchez Vial,1200m,Clásico (Cl) (ClCd),CLP $9.522.950,Arena (Normal),4,6,Good Father,The Lumber Guy,3,525k,2,57k,I. Valdivia,John Pinochet P.,Farolito,6.00,1.09.30,(1)Sub Star
13,17:24,Samuel Sanchez Vial,1200m,Clásico (Cl) (ClCd),CLP $9.522.950,Arena (Normal),5,5,Gianthomas,Gran Villano,3,496k,3½,57k,A. Vásquez,Rodrigo López B.,Linares,32.20,1.09.30,(1)Sub Star
14,17:51,Noble Amigo,1600m,Handicap (Hd) 23 al 14,CLP $5.223.500,Arena (Normal),1,9,Berjarmin,Grand Daddy,5,502k,,57k,I. Valdivia,Cristián Urbina R.,Juan Neira Valle,4.80,1.35.77,(3)Roce Secreto
14,17:51,Noble Amigo,1600m,Handicap (Hd) 23 al 14,CLP $5.223.500,Arena (Normal),2,6,Braveheart,International Star,4,448k,2,56k,J. Herrera,José Alvarez D.,Amigos,7.80,1.35.77,(3)Roce Secreto
14,17:51,Noble Amigo,1600m,Handicap (Hd) 23 al 14,CLP $5.223.500,Arena (Normal),3,3,Roce Secreto,Good Samaritan,4,455k,4¾,52k,H. Ochoa,Juan C. Pichara J.,Viejo Perro,2.10,1.35.77,(3)Roce Secreto
14,17:51,Noble Amigo,1600m,Handicap (Hd) 23 al 14,CLP $5.223.500,Arena (Normal),4,8,El Florito,Ascot Prince,7,442k,5¼,53k,M. Gutiérrez,Rafael Bernal G.,Alto Las Piedras,16.80,1.35.77,(3)Roce Secreto
14,17:51,Noble Amigo,1600m,Handicap (Hd) 23 al 14,CLP $5.223.500,Arena (Normal),5,5,Angus Y Rupert,Scat Royal,5,559k,5½,56k,L. Silva,Julio Castillo D.,Mosqueteros De Lis,7.30,1.35.77,(3)Roce Secreto
15,18:16,National Park,1400m,Handicap (Hd) 37 al 24,CLP $4.789.500,Arena (Normal),1,2,Fragmentado,Dubai Sky,4,458k,,53k,N. Molina,Rodrigo Quiroz S.,Amapolas,7.00,1.22.31,(6)Aquimbao
15,18:16,National Park,1400m,Handicap (Hd) 37 al 24,CLP $4.789.500,Arena (Normal),2,4,Rio Serrano,Constitution,5,482k,pz,59k,J. Medina,Juan Pablo Baeza J.,Mar Y Sol,5.30,1.22.31,(6)Aquimbao
15,18:16,National Park,1400m,Handicap (Hd) 37 al 24,CLP $4.789.500,Arena (Normal),3,6,Aquimbao,Mo Town,5,488k,¾ cp,56k,W. León,Juan Pablo Baeza J.,Linlinao,2.00,1.22.31,(6)Aquimbao
15,18:16,National Park,1400m,Handicap (Hd) 37 al 24,CLP $4.789.500,Arena (Normal),4,3,Splendid Springs,Palm Springs,3,501k,1¼,51k,I. Valdivia,Carlos Urbina H.,Doña Elena,3.00,1.22.31,(6)Aquimbao
15,18:16,National Park,1400m,Handicap (Hd) 37 al 24,CLP $4.789.500,Arena (Normal),5,1,Ciao Xena,International Star,4,491k,7¼,51k,J. Zúñiga,Carlos Urbina H.,Xeneixe,6.00,1.22.31,(6)Aquimbao
16,1°,5,Mercenaria,Classic Empire,4,464,Ganador,F. Henríquez,Manuel Norambuena Ch.,Charito,8.90,Haras Paso Nevado
16,2°,6,Pistola Velázquez,Hold Me Back,6,442,¾ cp,H. Barrera,Rodrigo Quiroz S.,Haras Río Grande,12.40,Haras Doña Icha
16,3°,4,Leyenda Roja,Distorted Economy,7,440,2¼,N. Santibañez,Ricardo Rojas S.,Red Loser,4.60,Haras Cullinhue
16,4°,13,Elisita Mia,Boboman,8,481,3,F. Medina,Juan Ubilla P.,Valentín Ubilla C.,7.90,Haras Bucarest
16,5°,1,Undecided,Good Samaritan,5,509,3¼,M. Galáz,Daniel Contreras A.,Abuela Oca,6.40,Haras Carioca
16,6°,10,La Finesse,Exaggerator,4,430,5,G. Aros,Cristián Urbina R.,Morat,3.30,Criadero Morat
16,7°,15,Don Picho,Mr Speaker,7,419,5¾,W. León,Jaime Espineira C.,Santa Corina,5.60,Haras La Compañía
16,8°,7,Rasheem,Seeking The Dia,7,437,6½,L.D. Menghini,Isaac Michea F.,Lgs Generadores,60.30,Haras Don Alberto
16,9°,9,Lady Chrome,California Chrome,6,423,7¾,R. Fournet,Hernán Pacheco P.,Papi Rey,16.30,Haras Sumaya
16,10°,8,The Last Wolf,Del Pacifico,7,455,8¼,J. Soto,Luis Machulas G.,Yayita,28.40,Miguel Acuña Hernandez
16,11°,11,Temaukel,Bad Daddy,7,468,8¾,M. Gutiérrez,Claudio Bernal G.,Viejo Moño,48.90,Haras Santa Isabel
16,12°,2,Tangerine Tango,Constitution,5,417,9¼,P. Galáz,Harrison Adonis B.,El Guati,35.60,Haras Don Alberto
16,13°,14,Silvestrin,Daddy Long Legs,10,445,9½,L. Silva,Mario A. Apablaza G.,Albino,24.40,Haras Cordillera
16,14°,3,Malva Star,International Star,4,425,12,J. Villablanca,Alejandro Martínez C.,Melendez,23.50,No Especificado
16,U°,12,El Señor Anguita,Indy Dancer,4,470,14,B. Ayala,Jaime Hirmas R.,Jaime Hirmas R.,50.40,Haras San Ignacio
17,1°,14,Nagao,Hiraboku Deep,5,488,Ganador,G. Aros,Rodrigo López B.,Rodrigo López B.,9.90,Haras Longaví
17,2°,4,No Me Pilla,Seeking The Dia,7,419,pz,S. González,Rodrigo Quiroz S.,Los Quirsan,5.80,Haras Don Alberto
17,3°,11,Rucco,Tourist,6,501,2½,I. Valdivia,Pedro Diaz S.,Los Jeques,14.00,Haras Villa Rosa
17,4°,5,Rio De Los Ciervos,Constitution,7,600,4,M. Gutiérrez,Claudio Bernal G.,Mar Y Sol,5.90,Haras Porta Pía
17,5°,13,Scar,International Star,4,468,4¾,J. Zúñiga,José Alvarez D.,Karolo,9.10,Haras Doña Icha
17,6°,6,Preziosi,Sumerio,3,438,5¾,J. Herrera,Cristián Urbina R.,Morat,5.40,Criadero Morat
17,7°,12,Sand Thick,Dylan Thomas,4,428,6½,J. Rodríguez,Oscar Donate S.,El Filete,58.70,Haras La Reina
17,8°,9,Drink's Valley,Stay Thirsty,9,446,7½,R.S. Dores,Rodrigo Quiroz S.,Queen´s Valley,6.40,Juan Miguel Muñóz Gonzalez
17,9°,15,La Flower,Iron Clad,7,472,9½,N. Santibañez,Hernán Pacheco P.,Solin,16.90,Haras Sumaya
17,10°,10,El Baluarte,Awesome Patriot,5,456,10¼,M. Cordero,Julio Castillo D.,Corral Hipico,25.20,Haras Santa Sara
17,11°,1,Ya Lo Creo,Hootenanny,5,380,10½,V. Miranda,Julio Castillo D.,Sapito,9.80,Haras Longaví
17,12°,3,Mecedor,Hold Me Back,8,485,12¾,W. Quinteros,Angel Jaque S.,Nanao,38.10,Haras Don Alberto
17,13°,2,Sasuke,Hold Me Back,5,433,50¾,J.A. Miño,Juan C. Pichara J.,Cacique,46.60,Haras Don Alberto
17,U°,7,Hammer Time,Malibu Moon,7,472,Rd,W. León,Genaro J. Covarrubias E.,La Corina,4.80,Haras La Reserva
18,1°,13,Stevens For Record,Viscount Nelson,5,421,Ganador,P. Galáz,Mario A. Apablaza G.,Inefable,6.40,Haras Don Alberto
18,2°,2,Good Nepro,Good Samaritan,5,445,1¼,A. Covarrubias,José Lastra B.,Milton Rodriguez M.,7.60,Agrícola Taomina Ltda.
18,3°,5,Dunhill Smoke,Cupid,5,460,3,S. González,Raúl Montesino S.,Bruno Alonso,4.40,Haras San Ignacio
18,4°,3,El Gran Menotti,Hold Me Back,6,434,3,H. Barrera,Rodrigo Quiroz S.,Haras Río Grande,22.80,Haras Santa Loreto
18,5°,4,Yamach,Get Jets,4,425,4,F. Medina,Juan Ubilla P.,Jamb,8.90,Haras Doña Icha
18,6°,7,La Vegana,Practical Joke,3,489,7¼,J. Medina,Juan Pablo Baeza J.,Cristian Manuel,1.90,Haras Puerta de Hierro
18,7°,12,Punto Quiebre,Annual Report,6,476,9¼,V. Miranda,Leopoldo Parra G.,El Vetero,16.40,Don Alberto Corporation
18,8°,10,Iron Swim,Admiral,5,491,10,F. Henríquez,Manuel Norambuena Ch.,Verónica Morales O.,41.50,Haras Dadinco
18,9°,9,Wonder Woman,California Chrome,6,431,10½,J. Villablanca,Oscar Donate S.,Margal,20.30,Haras Sumaya
18,10°,1,Tommy Wonder,Aragorn II,11,501,12¾,L. González,Aldo Castagneto U.,Martina Emilia,20.00,Haras Longaví
18,11°,11,Moment Of Get,Get Jets,3,446,13,R. Avila,Mario Covarrubias,Doña Ester,48.80,Haras San Ignacio
18,12°,8,Persevera Siempre,Bernardini,8,473,14½,J. Soto,Eugenio Switt V.,Carlos Cavieres,53.50,Haras San Ignacio
18,U°,6,Gold Escudero,Goldencents,6,454,14¾,L. Silva,Julio Castillo D.,Corral Hipico,50.80,Haras Santa Sara
19,1°,14,Monchitocrack,Grand Daddy,7,500,Ganador,N. Ramirez,Juan C. Pichara J.,Vasquez Retamales,3.90,Haras Mocito Guapo
19,2°,7,Laburador,Goldencents,6,493,½ cb,T. Seith,Isaac Michea F.,Bruno Alonso,13.40,Haras La Compañía
19,3°,4,Lesnar,Mendelssohn,4,449,1¼,J. Herrera,Rafael Bernal G.,Doña Nani,8.70,Haras Don Alberto
19,4°,11,Pharaon,Practical Joke,6,466,1¼,J. Medina,Luis Machulas G.,Los Husares,5.10,Haras Paso Nevado
19,5°,6,Nob,Exaggerator,4,516,2¼,V. Miranda,Juan C. Pichara J.,Juan Jaque,12.10,Haras Doña Icha
19,6°,2,Papito Alfredo,Hold Me Back,5,475,3,I. Valdivia,Pedro Diaz S.,Vida Nueva,6.00,Haras Doña Icha
19,7°,12,Piter Alfonso,Scat Royal,5,425,4¾,M. Gutiérrez,Claudio Bernal G.,Maitenal,17.50,Agrícola Amelia Ltda.
19,8°,3,Plural,Catcher in the Rye,7,469,4¾,G. Acevedo,Juan Ubilla P.,Salazar Cardenas,16.80,La Biznaga
19,9°,13,Horcon Dorado,Dylan Thomas,5,468,5,G. Aros,Cristián Urbina R.,Los Pege,3.70,Haras Don Alberto
19,10°,5,Enseñame,Ivan Denisovich,5,459,5,W. Quinteros,Eugenio Switt V.,Los Garrido,43.10,Haras Don Alberto
19,11°,1,Lucianita,Classic Empire,4,450,5¾,N. Molina,Genaro J. Covarrubias E.,Elephant,24.10,Haras Paso Nevado
19,12°,9,Easy Peasy,Mo Town,5,440,6,J. Cueto,Rodrigo Pulgar A.,Los Sarmientos,57.50,Haras Don Alberto
19,13°,8,City Magic,Dylan Thomas,4,463,9¾,R. Avila,Mario Covarrubias,Dalmacia,17.70,Haras Don Alberto
19,U°,10,Pecado Inconfesable,Remote,6,425,11½,J.A. Miño,Carlos García V.,Mv Jr.,36.80,Haras Los Turfistas
20,1°,3,Ke Personaje,Mendelssohn,4,410,Ganador,J. Herrera,Rodrigo Sánchez Q.,Bruno Alonso,3.80,Haras Santa Sara
20,2°,5,Dakhar,Classic Empire,4,453,2½,R. Avila,Mario Covarrubias,Felipe Jesus,5.10,Haras Don Alberto
20,3°,9,Vieja Chela,Boboman,7,499,3¼,N. Santibañez,Julio Castillo D.,Corral Hipico,16.00,Haras San Ignacio
20,4°,12,Chino Matador,Viscount Nelson,6,420,3¾,F. Medina,Héctor Castillo S.,Ogun,6.30,Haras Don Alberto
20,5°,10,Tatuador,Goldencents,6,451,6,J. Medina,Patricio Valderrama C.,Bruno Alonso,6.30,Haras Santa Olga
20,6°,1,First Point's,Hootenanny,5,445,6¼,N. Molina,Rodrigo Quiroz S.,Don Quijote,20.20,Haras Don Alberto
20,7°,8,Risby,Seeking The Dia,7,454,6¼,V. Miranda,Rodrigo Sánchez Q.,Super Super,17.90,Haras Don Alberto
20,8°,11,Star Magic,International Star,4,430,6¼,I. Valdivia,Pedro Diaz S.,Las Tres Marias,7.20,Haras Cordillera
20,9°,7,Vivir Sin Ti,Flyer,3,462,6¾,N. Ramirez,Juan C. Pichara J.,Viejo Perro,8.20,Haras Don Alberto
