fecha,hipodromo,nro_carrera,hora,premio,distancia,superficie,numero,caballo,padrillo,peso,jinete,preparador,pozo
12/03/2026,CLUB HÍPICO DE CONCEPCIÓN,5,20:00,LEFIPAN,1000,ARENA,8,FER,Grand Daddy,56,A. Vega,F. Saavedra,2000000
12/03/2026,CLUB HÍPICO DE CONCEPCIÓN,5,20:00,LEFIPAN,1000,ARENA,9,PAKITO,Scat Daddy,56,M. Urzúa,R. Bello,2000000
12/03/2026,CLUB HÍPICO DE CONCEPCIÓN,5,20:00,LEFIPAN,1000,ARENA,10,GUERRERO MAZAI,Ivan Denisovich,56,B. Díaz,F. Acevedo,2000000
12/03/2026,CLUB HÍPICO DE CONCEPCIÓN,5,20:00,LEFIPAN,1000,ARENA,11,DEMOS UN PASEITO,Patternrecog.,56,C. Pavez,G. Melo,2000000
12/03/2026,CLUB HÍPICO DE CONCEPCIÓN,6,20:30,LINDA PRIMAVERA,1000,ARENA,1,SEKOTI,The Mighty Tiger,57,I. Pimentel,L.G. Soto,1500000
12/03/2026,CLUB HÍPICO DE CONCEPCIÓN,6,20:30,LINDA PRIMAVERA,1000,ARENA,2,LA SHEMI,Distorted Economy,56,V. Mardones,V. Gallardo,1500000
12/03/2026,CLUB HÍPICO DE CONCEPCIÓN,6,20:30,LINDA PRIMAVERA,1000,ARENA,3,LA RECAUDADORA,Ascot Prince,57,J.A. Inostroza,A. Cea,1500000
12/03/2026,CLUB HÍPICO DE CONCEPCIÓN,6,20:30,LINDA PRIMAVERA,1000,ARENA,4,PANTEU,Mo Town,56,B. Díaz,N. Norambuena,1500000
12/03/2026,CLUB HÍPICO DE CONCEPCIÓN,6,20:30,LINDA PRIMAVERA,1000,ARENA,5,PATRONUS,Gemologist,56,I. Olate,H. Arteaga,1500000
12/03/2026,CLUB HÍPICO DE CONCEPCIÓN,6,20:30,LINDA PRIMAVERA,1000,ARENA,6,TROMBONCITO,Viscount Nelson,56,A. Soto,L.G. Soto,1500000
12/03/2026,CLUB HÍPICO DE CONCEPCIÓN,6,20:30,LINDA PRIMAVERA,1000,ARENA,7,BY THE BOOK,Until Sundown,57,I. Cárcamo,H. Arteaga (AP),1500000
12/03/2026,CLUB HÍPICO DE CONCEPCIÓN,6,20:30,LINDA PRIMAVERA,1000,ARENA,8,LUDMILA,Boboman,57,G. Vera,J. Espinosa,1500000
12/03/2026,CLUB HÍPICO DE CONCEPCIÓN,6,20:30,LINDA PRIMAVERA,1000,ARENA,9,MANO DE BRONCE,Cunco,56,G. Pereda,M. Apablaza,1500000
12/03/2026,CLUB HÍPICO DE CONCEPCIÓN,6,20:30,LINDA PRIMAVERA,1000,ARENA,10,ONKEL BRUNO,Competitive Edge,57,A. Vega,Ev. Alarcón,1500000
