Reunion;Fecha;Carrera_Nro;Tiempo;Premio;Bolsa_Premios;Distancia;Condiciones;Nro_Caballo;Ejemplar;Padrillo;Haras_Stud;Edad;Peso;Jinete;Preparador;Campaña_Total;Ultimos_Resultados;L_o;IR
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;6ª;12:51 hrs.;Geologo;CLP $2.650.500;1200m;Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6) Arena;8;Mi Riconcito;Practical Joke;Haras Paso Nevado - Stud Doña Nani;4;56;Sebastián González;Rafael Bernal G.;47-5-4-3-5;13° 13° 2° 12° 3°;8°;10,4
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;6ª;12:51 hrs.;Geologo;CLP $2.650.500;1200m;Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6) Arena;9;Sultana Diva;Verrazano;Haras Paso Nevado - Stud Misacrisei;6;56;Nicolás Santibañez;Eugenio Switt V.;85-6-10-10-10;8° 7° 11° 13° 11°;14°;7,6
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;6ª;12:51 hrs.;Geologo;CLP $2.650.500;1200m;Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6) Arena;10;Silverchair;Iron Clad;Haras San Martin - Stud Los Monos;6;56;José Villablanca;Ricardo Rojas S.;101-9-6-15-13;7° 12° 10° 8° 11°;3°;13,2
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;6ª;12:51 hrs.;Geologo;CLP $2.650.500;1200m;Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6) Arena;11;Don Pato;Ivan Denisovich;Haras Don Alberto - Stud Tio Lalo;4;56;Luis D. Menghini;Isaac Michea F.;31-3-3-4-4;11° 13° 13° 6° 10°;6°;10,4
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;6ª;12:51 hrs.;Geologo;CLP $2.650.500;1200m;Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6) Arena;12;Bailongo;Iron Clad;Haras Santa Sara - Stud La Familia;6;56;Marco Bustamante;Daniel Contreras A.;91-6-10-11-8;11° 8° 10° 13° 12°;15°;6,9
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;6ª;12:51 hrs.;Geologo;CLP $2.650.500;1200m;Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6) Arena;13;Doña Nany;Midshipman;Haras Don Alberto - Stud Conquista;4;56;Andrés Covarrubias;José Venegas P.;21-3-2-2-1;1° 2° 11° 4° 6°;5°;20,3
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;6ª;12:51 hrs.;Geologo;CLP $2.650.500;1200m;Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6) Arena;14;Josie Girl;Seeking The Dia;Haras Don Alberto - Stud Bruno Alonso;5;56;Felipe Moreno;Isaac Michea F.;97-7-14-15-12;7° 10° 9° 7° 12°;2°;17,0
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;6ª;12:51 hrs.;Geologo;CLP $2.650.500;1200m;Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6) Arena;15;Cabo Verde;Lookin At Lucky;Haras Don Alberto - Stud La Ilusión;4;56;Piero Reyes;José Tomás Allende R.;10-1-1-0-1;9° 7° 10° 11° 13°;12°;7,7
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;7ª;13:16 hrs.;Amnesty;CLP $2.650.500;1200m;Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6) Arena;1;Don't Stop Me Now;Ivan Denisovich;Haras Don Alberto - Stud Florence;4;55;Wladimir Quinteros;Eugenio Switt V.;29-0-3-4-1;12° U° 12° 10° U°;11°;10,8
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;7ª;13:16 hrs.;Amnesty;CLP $2.650.500;1200m;Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6) Arena;2;Chiqui Veloz;Gstaad II;Haras Dadinco - Stud Juana Castro De T.;6;54;Jesus Toro;Luis Toledo C.;86-1-11-11-8;13° 10° 4° 10° 3°;2°;15,8
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;7ª;13:16 hrs.;Amnesty;CLP $2.650.500;1200m;Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6) Arena;3;Cuando Llego Gano;El Distinto;Pedro Espinoza P. - Stud Dos E;5;54;Andrés Covarrubias;Hernán Pacheco P.;68-1-5-8-8;12° 11° 14° 7° 6°;9°;11,8
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;7ª;13:16 hrs.;Amnesty;CLP $2.650.500;1200m;Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6) Arena;4;Sayer Paradise;Malagacy;Haras Porta Pía - Stud Jurassic;6;56;Piero Reyes;Eugenio Switt V.;114-6-7-5-17;11° 8° 5° 1° 4°;4°;13,7
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;7ª;13:16 hrs.;Amnesty;CLP $2.650.500;1200m;Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6) Arena;5;Ya Magico;Viscount Nelson;Haras Don Alberto - Stud La Corina;6;55;Wilbert León;Genaro J. Covarrubias E.;90-5-5-11-14;14° 10° 8° 8° 8°;15°;8,1
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;7ª;13:16 hrs.;Amnesty;CLP $2.650.500;1200m;Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6) Arena;6;Fosforescente;Viscount Nelson;Haras Don Alberto - Stud Los Cóndores;6;56;Hugo Ochoa;Oscar Donate S.;101-7-5-6-13;12° 10° 11° 13° 8°;13°;8,8
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;7ª;13:16 hrs.;Amnesty;CLP $2.650.500;1200m;Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6) Arena;7;Me Enamoraste;Seeking The Dia;Haras Don Alberto - Stud Tio Lalo;6;56;Diego Carvacho;Isaac Michea F.;77-4-10-10-6;12° 14° 13° 10° 12°;6°;13,0
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;7ª;13:16 hrs.;Amnesty;CLP $2.650.500;1200m;Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6) Arena;8;Mi Morena Linda;Gstaad II;Haras Dadinco - Stud Doña Mari;6;55;Fabian Medina;Alejandro Padovani E.;100-6-11-10-12;7° 5° 9° 7° 10°;5°;13,6
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;7ª;13:16 hrs.;Amnesty;CLP $2.650.500;1200m;Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6) Arena;9;Miss Nata;Midshipman;Haras Don Alberto - Stud El Gallito;4;56;Darien Cheuque;Julio Castillo D.;45-1-1-0-0;2° 7° 7° 1° 6°;12°;9,8
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;7ª;13:16 hrs.;Amnesty;CLP $2.650.500;1200m;Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6) Arena;10;Gran Mar;Verrazano;Haras Paso Nevado - Stud Doña Nani;6;55;Wladimir Quinteros;Rafael Bernal G.;54-4-5-3-5;6° 6° 11° 13° 12°;8°;12,1
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;7ª;13:16 hrs.;Amnesty;CLP $2.650.500;1200m;Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6) Arena;11;Don Matias;Boboman;Haras Bucarest - Stud Clauseb;4;56;José Villablanca;Julio Castillo D.;45-1-1-0-0;2° 7° 7° 1° 6°;12°;9,8
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;7ª;13:16 hrs.;Amnesty;CLP $2.650.500;1200m;Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6) Arena;12;Palmas Sorditas;Catcher in the Rye;Haras Los Turfistas - Stud Las Tres Damas;6;56;Rodolfo Fuenzalida;Rodrigo Muñoz M.;68-2-9-6-10;9° 4° 8° 5° 4°;10°;11,7
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;7ª;13:16 hrs.;Amnesty;CLP $2.650.500;1200m;Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6) Arena;13;Aragonero;The Lumber Guy;Haras Lizzie - Stud Haras Lizzie;5;54;Hugo Ochoa;Rodrigo Sánchez Q.;73-4-4-7-10;6° 12° 11° 9° 7°;7°;12,4
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;7ª;13:16 hrs.;Amnesty;CLP $2.650.500;1200m;Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6) Arena;14;Señor Del Norte;Midshipman;Haras Don Alberto - Stud La Peta;5;54;Sebastián Muñoz;Luis Urbina H.;50-3-2-2-4;11° 11° 12° 8° 11°;10°;8,9
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;7ª;13:16 hrs.;Amnesty;CLP $2.650.500;1200m;Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6) Arena;15;Oveja Dolly;Lookin At Lucky;Haras Don Alberto - Stud Doña Nany;6;56;Jaime A. Miño;Rafael Bernal G.;45-3-6-4-3;7° 7° 10° 6° 8°;1°;16,0
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;8ª;13:41 hrs.;La Pintana;CLP $2.750.000;1000m;Handicap (Hd) 2 | Caballos 3 años y más (3a+) (Serie 6) Arena;1;Ukiyo;California Chrome;Haras Sumaya - Stud Fusta y Poncha;6;56;Cathrine Weilby;Maritza Pérez A.;112-6-9-11-13;10° 9° 3° 6° 5°;10°;12,2
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;8ª;13:41 hrs.;La Pintana;CLP $2.750.000;1000m;Handicap (Hd) 2 | Caballos 3 años y más (3a+) (Serie 6) Arena;2;Rhapsody;Good Samaritan;Haras Carioca - Stud Redbros;4;54;Rodolfo Fuenzalida;Oscar Donate S.;39-2-3-2-4;9° 9° 2° 8° 7°;5°;14,3
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;8ª;13:41 hrs.;La Pintana;CLP $2.750.000;1000m;Handicap (Hd) 2 | Caballos 3 años y más (3a+) (Serie 6) Arena;3;Volaste A La Meta;Dylan Thomas;Haras Don Alberto - Stud Pedro Diaz S.;5;54;Rodrigo Painen;Pedro Diaz S.;103-6-6-10-9;10° 13° 10° 5° 11°;2°;15,5
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;8ª;13:41 hrs.;La Pintana;CLP $2.750.000;1000m;Handicap (Hd) 2 | Caballos 3 años y más (3a+) (Serie 6) Arena;4;El Chele;Seeking The Dia;Haras Don Alberto - Stud Curaco;8;56;Miguel Gutiérrez;Mario A. Apablaza G.;135-10-11-11-13;8° 7° 11° 11° 8°;9°;12,9
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;8ª;13:41 hrs.;La Pintana;CLP $2.750.000;1000m;Handicap (Hd) 2 | Caballos 3 años y más (3a+) (Serie 6) Arena;5;Chiquita Bella;Viscount Nelson;Haras Don Alberto - Stud La Gran Fortuna;6;56;Nicolás Molina;Patricio Valderrama C.;80-5-5-10-8;11° 8° 10° 10° 8°;6°;13,4
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;8ª;13:41 hrs.;La Pintana;CLP $2.750.000;1000m;Handicap (Hd) 2 | Caballos 3 años y más (3a+) (Serie 6) Arena;6;Que Pinta;Viscount Nelson;Haras Don Alberto - Stud Angelica Y Francisco;3;56;Alberto Vásquez;Rodrigo López B.;10-1-0-0-2;10° 7° 4° 7° 6°;4°;15,4
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;8ª;13:41 hrs.;La Pintana;CLP $2.750.000;1000m;Handicap (Hd) 2 | Caballos 3 años y más (3a+) (Serie 6) Arena;7;El Estrellero;No Nay Never;Haras Don Alberto - Stud Don Alberto;7;56;Sebastián González;Eugenio Switt V.;150-10-17-19-14;11° 13° 13° 12° 12°;12°;9,7
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;8ª;13:41 hrs.;La Pintana;CLP $2.750.000;1000m;Handicap (Hd) 2 | Caballos 3 años y más (3a+) (Serie 6) Arena;8;La Que Manda;Ivan Denisovich;Haras Don Alberto - Stud La Ilusión;5;56;Axel Alvarez;José Tomás Allende R.;55-4-5-4-4;4° 5° 11° 12° 7°;3°;15,5
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;8ª;13:41 hrs.;La Pintana;CLP $2.750.000;1000m;Handicap (Hd) 2 | Caballos 3 años y más (3a+) (Serie 6) Arena;9;Vamos De La Mano;Fast 'n' Rock;Haras Santa Sara - Stud La Ilusión;5;56;Luis D. Menghini;José Tomás Allende R.;69-4-5-8-6;7° 8° 12° 9° 7°;4°;14,9
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;8ª;13:41 hrs.;La Pintana;CLP $2.750.000;1000m;Handicap (Hd) 2 | Caballos 3 años y más (3a+) (Serie 6) Arena;10;Molino De Viento;Hinz;Haras Bucarest - Stud El Aguila;4;54;Diego Carrasco;Juan C. Pichara J.;44-2-7-3-3;4° 13° U° 12° U°;13°;9,3
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;8ª;13:41 hrs.;La Pintana;CLP $2.750.000;1000m;Handicap (Hd) 2 | Caballos 3 años y más (3a+) (Serie 6) Arena;11;Mi Rincon;Alfonso;Haras Doña Icha - Stud Rodrigo Sanchez Q.;3;56;Hugo Ochoa;Rodrigo Sánchez Q.;7-0-1-1-0;8° 8° 7° 5° 3°;7°;13,4
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;8ª;13:41 hrs.;La Pintana;CLP $2.750.000;1000m;Handicap (Hd) 2 | Caballos 3 años y más (3a+) (Serie 6) Arena;12;Inquebrantable;Fast 'n' Rock;Haras Santa Sara - Stud Don Lalo;5;56;Darien Cheuque;Rodrigo Quiroz S.;80-7-10-10-8;6° 11° 5° 9° 8°;1°;18,7
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;8ª;13:41 hrs.;La Pintana;CLP $2.750.000;1000m;Handicap (Hd) 2 | Caballos 3 años y más (3a+) (Serie 6) Arena;13;Doña Pame;Flyer;Haras San Ignacio - Stud Cien Aguilas;6;56;Javier I. Guajardo A.;Jaime Hirmas R.;134-11-13-10-10;8° 11° 9° 11° 10°;14°;10,4
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;8ª;13:41 hrs.;La Pintana;CLP $2.750.000;1000m;Handicap (Hd) 2 | Caballos 3 años y más (3a+) (Serie 6) Arena;14;Alba;Awesome Patriot;Haras Santa Sara - Stud Las Torcazas;5;55;Jorge Vera;Patricio Valderrama C.;32-1-3-2-2;9° 10° 13° 13° 11°;8°;13,2
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;8ª;13:41 hrs.;La Pintana;CLP $2.750.000;1000m;Handicap (Hd) 2 | Caballos 3 años y más (3a+) (Serie 6) Arena;15;Negrita Linda;Grand Daddy;Haras Mocito Guapo - Stud Los Corrales;5;55;Marco Bustamante;Daniel Contreras A.;31-1-1-3-4;11° 11° 11° 8° 9°;11°;11,7
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;9ª;14:06 hrs.;Chañarcillo;CLP $6.000.000;1700m;Handicap (Hd) 31 al 22 | Caballos 3 años y más (3a+) (Serie 3) Arena;1;Merkel;Grand Daddy;Haras Mocito Guapo - Stud Tata Rey;6;56;Diego Carvacho;Rodrigo Quiroz S.;87-5-7-3-5;6° 10° 4° 10° 5°;10°;10,3
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;9ª;14:06 hrs.;Chañarcillo;CLP $6.000.000;1700m;Handicap (Hd) 31 al 22 | Caballos 3 años y más (3a+) (Serie 3) Arena;2;Paquete Platico;Awesome Patriot;Haras Santa Sara - Stud Misacrisei;5;55;Lesly C. González;Eugenio Switt V.;35-3-4-2-3;1° 5° 4° 7° 10°;6°;16,9
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;9ª;14:06 hrs.;Chañarcillo;CLP $6.000.000;1700m;Handicap (Hd) 31 al 22 | Caballos 3 años y más (3a+) (Serie 3) Arena;3;Japonesa Guapa;Seeking The Dia;Haras Don Alberto - Stud S. de S. B.;5;56;Jaime A. Miño;Jaime Hirmas R.;47-3-6-4-5;12° 7° 10° 5° 8°;14°;6,7
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;9ª;14:06 hrs.;Chañarcillo;CLP $6.000.000;1700m;Handicap (Hd) 31 al 22 | Caballos 3 años y más (3a+) (Serie 3) Arena;4;Hermano Eric;Seeking The Dia;Haras Don Alberto - Stud Bruno Alonso;6;56;José Villablanca;Isaac Michea F.;92-9-10-9-11;11° 1° 2° 11° 5°;1°;21,8
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;9ª;14:06 hrs.;Chañarcillo;CLP $6.000.000;1700m;Handicap (Hd) 31 al 22 | Caballos 3 años y más (3a+) (Serie 3) Arena;5;El Vetero;Seeking The Dia;Haras Don Alberto - Stud El Vetero;5;60;Oscar Meneses;Leopoldo Parra G.;45-7-6-2-3;14° 5° 5° 11° 6°;13°;5,9
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;9ª;14:06 hrs.;Chañarcillo;CLP $6.000.000;1700m;Handicap (Hd) 31 al 22 | Caballos 3 años y más (3a+) (Serie 3) Arena;6;Pampeado;Cupid;Haras Convento Viejo - Stud Bruno Alonso;5;60;Francisco Morales;Isaac Michea F.;40-5-5-6-8;2° 6° 6° 13° 5°;11°;12,7
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;9ª;14:06 hrs.;Chañarcillo;CLP $6.000.000;1700m;Handicap (Hd) 31 al 22 | Caballos 3 años y más (3a+) (Serie 3) Arena;7;Alarido;Practical Joke;Haras Paso Nevado - Stud Anita;5;60;Jaime Medina;Juan Pablo Baeza J.;33-8-8-3-3;4° 5° 2° 8° 3°;8°;18,5
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;9ª;14:06 hrs.;Chañarcillo;CLP $6.000.000;1700m;Handicap (Hd) 31 al 22 | Caballos 3 años y más (3a+) (Serie 3) Arena;8;Orizzonti;Verrazano;Haras Paso Nevado - Stud Juan Manriquez Q.;7;60;Sebastián Muñoz;Luis Machulas G.;55-8-2-2-9;12° 6° 5° 8° 7°;14°;4,5
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;9ª;14:06 hrs.;Chañarcillo;CLP $6.000.000;1700m;Handicap (Hd) 31 al 22 | Caballos 3 años y más (3a+) (Serie 3) Arena;9;Muzan;International Star;Haras Sumaya - Stud Llego El Talento;4;60;Nicolás Ramirez;Oscar Donate S.;12-5-3-1-0;3° 2° 1° 3° 1°;7°;21,0
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;9ª;14:06 hrs.;Chañarcillo;CLP $6.000.000;1700m;Handicap (Hd) 31 al 22 | Caballos 3 años y más (3a+) (Serie 3) Arena;10;Feliciano;Midshipman;Haras Don Alberto - Stud La Ilusión;4;56;Axel Alvarez;José Tomás Allende R.;25-1-1-3-3;13° 10° 9° 10° 9°;9°;10,5
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;9ª;14:06 hrs.;Chañarcillo;CLP $6.000.000;1700m;Handicap (Hd) 31 al 22 | Caballos 3 años y más (3a+) (Serie 3) Arena;11;John Cooper;Seeking The Dia;Haras Don Alberto - Stud El Kaiser;6;60;Francisco Morales;Isaac Michea F.;39-5-7-6-8;4° 1° 3° 1° 1°;3°;22,5
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;9ª;14:06 hrs.;Chañarcillo;CLP $6.000.000;1700m;Handicap (Hd) 31 al 22 | Caballos 3 años y más (3a+) (Serie 3) Arena;12;Jardín De Lujuria;Viscount Nelson;Haras Don Alberto - Stud S. de S. B.;5;60;Javier I. Guajardo A.;Jaime Hirmas R.;51-5-6-7-7;7° 5° 7° 5° 4°;5°;16,6
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;9ª;14:06 hrs.;Chañarcillo;CLP $6.000.000;1700m;Handicap (Hd) 31 al 22 | Caballos 3 años y más (3a+) (Serie 3) Arena;13;Doña Mary;Lookin At Lucky;Haras Don Alberto - Stud La Misión;6;60;Piero Reyes;José Venegas P.;57-8-3-6-7;5° 3° 8° 7° 6°;12°;8,1
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;9ª;14:06 hrs.;Chañarcillo;CLP $6.000.000;1700m;Handicap (Hd) 31 al 22 | Caballos 3 años y más (3a+) (Serie 3) Arena;14;Señor De Las Viñas;Midshipman;Haras Don Alberto - Stud Curaco;4;56;Lesly C. González;Mario A. Apablaza G.;13-2-2-0-0;5° 1° 10° 3° 2°;15°;8,1
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;9ª;14:06 hrs.;Chañarcillo;CLP $6.000.000;1700m;Handicap (Hd) 31 al 22 | Caballos 3 años y más (3a+) (Serie 3) Arena;15;Nel Blu;Seeking The Dia;Haras Don Alberto - Stud La Cornisa;5;60;Jorge Vera;Patricio Valderrama C.;48-6-8-4-5;13° 10° 5° 4° 8°;4°;19,0
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;10ª;14:31 hrs.;Talcahuano;CLP $3.150.000;1200m;Condicional (Cd) | Machos 3 años no ganadores (m3ap) Arena;1;El Doctor;Seeking The Dia;Haras Don Alberto - Stud La Corina;3;55;Nicolás Santibañez;Genaro J. Covarrubias E.;2-0-0-0-0;7° 8°;14°;6,4
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;10ª;14:31 hrs.;Talcahuano;CLP $3.150.000;1200m;Condicional (Cd) | Machos 3 años no ganadores (m3ap) Arena;2;Don Checho;Ivan Denisovich;Haras Don Alberto - Stud Las Tres G;3;55;Luis D. Menghini;Isaac Michea F.;10-0-0-1-0;11° 12° 6° 6° 4°;12°;5,0
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;10ª;14:31 hrs.;Talcahuano;CLP $3.150.000;1200m;Condicional (Cd) | Machos 3 años no ganadores (m3ap) Arena;3;Geronimo;Seeking The Dia;Haras Don Alberto - Stud La Realeza;3;55;José Villablanca;Julio Castillo D.;11-0-0-0-0;13° 9° 10° 8° 8°;8°;9,4
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;10ª;14:31 hrs.;Talcahuano;CLP $3.150.000;1200m;Condicional (Cd) | Machos 3 años no ganadores (m3ap) Arena;4;El Pillo;Viscount Nelson;Haras Don Alberto - Stud Granadilla;3;55;Patricio Galáz;Hernán Pacheco P.;9-0-0-1-0;8° 7° 7° 8° 3°;10°;8,0
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;10ª;14:31 hrs.;Talcahuano;CLP $3.150.000;1200m;Condicional (Cd) | Machos 3 años no ganadores (m3ap) Arena;5;Soy El Patrón;Lookin At Lucky;Haras Don Alberto - Stud G.M.;3;55;Axel Alvarez;Alejandro Padovani E.;5-0-0-0-0;9° 11° 10° 7° 10°;11°;7,4
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;10ª;14:31 hrs.;Talcahuano;CLP $3.150.000;1200m;Condicional (Cd) | Machos 3 años no ganadores (m3ap) Arena;6;Que Monada;Ivan Denisovich;Haras Don Alberto - Stud La Ilusión;3;55;Jorge Vera;José Tomás Allende R.;5-0-0-0-0;6° 5° 5° 10° 7°;5°;12,9
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;10ª;14:31 hrs.;Talcahuano;CLP $3.150.000;1200m;Condicional (Cd) | Machos 3 años no ganadores (m3ap) Arena;7;Viento Norte;Ivan Denisovich;Haras Don Alberto - Stud Don Ismael;3;55;Ariel Zúñiga;Daniel Contreras A.;10-0-0-0-1;7° 8° 9° 6° 7°;9°;8,3
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;10ª;14:31 hrs.;Talcahuano;CLP $3.150.000;1200m;Condicional (Cd) | Machos 3 años no ganadores (m3ap) Arena;8;El Ultimo Rey;Lookin At Lucky;Haras Don Alberto - Stud La Mision;3;55;Diego Carvacho;José Venegas P.;5-0-0-0-0;9° 6° 10° 9° 7°;13°;7,0
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;10ª;14:31 hrs.;Talcahuano;CLP $3.150.000;1200m;Condicional (Cd) | Machos 3 años no ganadores (m3ap) Arena;9;Hijo De Papi;Seeking The Dia;Haras Don Alberto - Stud San Nicolas;3;55;Marco Bustamante;Daniel Contreras A.;12-0-0-0-1;7° 11° 11° 8° 6°;3°;13,8
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;10ª;14:31 hrs.;Talcahuano;CLP $3.150.000;1200m;Condicional (Cd) | Machos 3 años no ganadores (m3ap) Arena;10;Gran Campeón;Seeking The Dia;Haras Don Alberto - Stud La Cornisa;3;55;Hugo Ochoa;Patricio Valderrama C.;4-0-0-0-1;5° 5° 4° 7°;1°;21,0
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;10ª;14:31 hrs.;Talcahuano;CLP $3.150.000;1200m;Condicional (Cd) | Machos 3 años no ganadores (m3ap) Arena;11;Gran Torino;Ivan Denisovich;Haras Don Alberto - Stud La Corina;3;55;Sebastián González;Genaro J. Covarrubias E.;2-0-1-0-0;3° 2°;2°;16,3
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;10ª;14:31 hrs.;Talcahuano;CLP $3.150.000;1200m;Condicional (Cd) | Machos 3 años no ganadores (m3ap) Arena;12;Amo La Vida;Seeking The Dia;Haras Don Alberto - Stud La Ilusión;3;55;Francisco Morales;José Tomás Allende R.;3-0-0-0-0;7° 7° 7°;4°;13,6
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;10ª;14:31 hrs.;Talcahuano;CLP $3.150.000;1200m;Condicional (Cd) | Machos 3 años no ganadores (m3ap) Arena;13;Guerrero Sin Causa;Seeking The Dia;Haras Don Alberto - Stud La Ilusión;3;55;Gerard Rodríguez;José Tomás Allende R.;1-0-0-0-0;10°;6°;12,1
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;10ª;14:31 hrs.;Talcahuano;CLP $3.150.000;1200m;Condicional (Cd) | Machos 3 años no ganadores (m3ap) Arena;14;Perseverante;Flyer;Haras San Ignacio - Stud Redbros;3;55;Felipe Moreno;Oscar Donate S.;1-0-0-0-0;9°;7°;11,4
Reunión 84, Hipódromo Chile Chile;Sábado 6 de Diciembre del 2025;11ª;14:56 hrs.;Ñuñoa;CLP $5.000.000;1200m;Handicap (Hd) 10 al 4 | Caballos 3 años y más (3a+) (Serie 5) Arena;1;Lucia De Siracusa;Good Samaritan;Haras Santa Sara - Stud Mameza;5;56;Axel Alvarez;Alejandro Padovani E.;93-5-8-11-10;11° 6° 6° 6° 7°;1°;22,5
