reunion,fecha,hipodromo,carrera,hora,distancia,tipo_carrera,num,caballo,padre,madre_abuelo,stud,edad,peso,jinete,preparador,campana_anio,ultimas_carreras,dias_sin_correr,ultimo_lugar,indice_proyectado
87,2025-12-18,Hipódromo Chile,1,13:00,1000m,Handicap,1,Mal Mirada,Il Rey Ivan,,Stud Jaime Espiñeira C.,4,55,Rafael Cisternas,Jaime Espineira C.,31-1-2-5-1,14° 6° 2° 9° 3°,7,4°,14.7
87,2025-12-18,Hipódromo Chile,1,13:00,1000m,Handicap,2,El Forastero,Roman Ruler,,Stud Chamo Candela,8,56,Agustin Villagra,Ricardo Rojas S.,114-9-6-8-7,10° 11° 4° 3° 4°,12,13°,6.7
87,2025-12-18,Hipódromo Chile,1,13:00,1000m,Handicap,3,Valio La Pena,Katmai,,Stud Bruno Alonso,4,56,Marco Morales,Raúl Montesino S.,33-2-1-2-0,12° 14° 8° 8° U°,7,10°,9.5
87,2025-12-18,Hipódromo Chile,1,13:00,1000m,Handicap,4,Tesorito Mio,Annual Report,,Stud Melany,4,56,Nicolás Ramirez,José Araya B.,34-1-3-4-7,6° 6° 4° 3° 13°,20,2°,18.5
87,2025-12-18,Hipódromo Chile,1,13:00,1000m,Handicap,5,Sin Miedo,Grand Daddy,,Stud Seguir Soñando,4,55,Lesly C. González,Juan C. Pichara J.,25-2-3-2-1,8° 12° 11° 12° U°,12,5°,13.4
87,2025-12-18,Hipódromo Chile,1,13:00,1000m,Handicap,6,Ponle Toby,El Distinto,,Stud Los Tordillos,5,56,Nelson Rojas,Rafael Bernal G.,50-2-9-1-7,12° 7° 4° 9° 5°,7,11°,9.2
87,2025-12-18,Hipódromo Chile,1,13:00,1000m,Handicap,7,Marsali,Scat Royal,,Stud Inefable,6,56,Benjamin Troncoso,Mario A. Apablaza G.,82-12-5-8-3,U° 10° 10° 3° 5°,2,17°,12.0
87,2025-12-18,Hipódromo Chile,1,13:00,1000m,Handicap,8,Gamorra,The Lumber Guy,,Stud Los Bello,7,56,Benjamin Sancho,Rodrigo Quiroz S.,117-3-10-8-5,9° 3° 2° 2° 11°,5,8°,11.4
87,2025-12-18,Hipódromo Chile,1,13:00,1000m,Handicap,9,India Terca,Gemologist,,Stud Florence,8,54,José Cueto,Eugenio Switt V.,219-13-12-17-14,11° 1° U° 13° 13°,5,12°,8.4
87,2025-12-18,Hipódromo Chile,1,13:00,1000m,Handicap,10,Lady Bay,Neko Bay,,Stud Viejo Querido,4,55,Andrés Covarrubias,José Lastra B.,43-1-1-1-4,4° 1° 8° 11° 3°,7,1°,20.9
87,2025-12-18,Hipódromo Chile,1,13:00,1000m,Handicap,11,Silvestrin,Daddy Long Legs,,Stud Albino,10,56,Luis Silva,Mario A. Apablaza G.,278-21-10-23-27,4° 13° 13° 9° 4°,5,9°,11.1
87,2025-12-18,Hipódromo Chile,1,13:00,1000m,Handicap,12,La Flower,Iron Clad,,Stud Solin,7,56,Gustavo Aros,Hernán Pacheco P.,96-10-11-12-12,6° 7° 9° 10° 10°,7,6°,12.7
87,2025-12-18,Hipódromo Chile,1,13:00,1000m,Handicap,13,Azra,Good Samaritan,,Stud Tata Pepe,4,56,Gerard Rodríguez,Eduardo Lab R.,37-2-0-1-4,14° U° 12° 1° 4°,7,3°,17.3
87,2025-12-18,Hipódromo Chile,2,13:25,1000m,Condicional,1,Seven Points,Dubai Sky,,Stud Malcib,3,57,Jorge Vera,Rodrigo Quiroz S.,13-0-0-0-1,9° 6° 13° 12° 11°,7,4°,11.1
87,2025-12-18,Hipódromo Chile,2,13:25,1000m,Condicional,2,Cual Es Tu Ley,Good Samaritan,,Stud El Mero Mero,3,57,Benjamin Ayala,Luis Machulas G.,13-0-0-0-0,5° 5° 8° 7° 13°,7,10°,5.1
87,2025-12-18,Hipódromo Chile,2,13:25,1000m,Condicional,3,Like A Prayer,Alfonso,,Stud Forza Al Canut,3,57,Juan Tapia,Juan Ubilla P.,9-0-0-0-1,13° 8° 4° 12° 5°,31,12°,4.1
87,2025-12-18,Hipódromo Chile,2,13:25,1000m,Condicional,4,Je Suis Pret,Mendelssohn,,Stud Doña Ester,3,57,Bernardo León,Mario Covarrubias,11-0-0-1-0,14° 13° 9° 3° 12°,7,2°,17.1
87,2025-12-18,Hipódromo Chile,2,13:25,1000m,Condicional,5,Teatro Griego,Viscount Nelson,,Stud Ganadero,3,57,David Sánchez,Alberto Aviles L.,14-0-1-2-0,3° 2° 5° 5° 5°,7,8°,7.3
87,2025-12-18,Hipódromo Chile,2,13:25,1000m,Condicional,6,Hey Dj,Imperia II,,Stud Morat,3,57,Oscar Ulloa,Cristián Urbina R.,7-0-2-0-2,5° 4° 2° 4° 2°,19,1°,19.0
87,2025-12-18,Hipódromo Chile,2,13:25,1000m,Condicional,7,Grand Lucho,Grand Daddy,,Stud Oxiper,3,57,Marco Morales,Hernán Pacheco P.,18-0-0-0-0,8° 9° 8° 6° 7°,7,5°,11.0
87,2025-12-18,Hipódromo Chile,2,13:25,1000m,Condicional,8,Dos Locos,Grand Daddy,,Stud Agric.Santa Laura,3,57,Agustin Villagra,José Allende F.,5-0-0-0-0,10° 11° 6° U° 10°,7,14°,2.8
87,2025-12-18,Hipódromo Chile,2,13:25,1000m,Condicional,9,Teen Wolf,Ivan Denisovich,,Stud Gonzalez Toro,3,57,Ariel Zúñiga,Leopoldo Parra G.,9-0-0-0-0,U° U° 11° 12° 8°,19,13°,2.9
87,2025-12-18,Hipódromo Chile,2,13:25,1000m,Condicional,10,Rosso And Red,The Lumber Guy,,Stud Redbros,3,57,Rodrigo Painen,Maritza Pérez A.,1-0-0-0-0,6°,19,9°,6.7
87,2025-12-18,Hipódromo Chile,2,13:25,1000m,Condicional,11,Hugo El Terrible,California One,,Stud Bruno Alonso,3,58,Ronald Fournet,Oscar Donate S.,8-0-0-1-1,8° 12° 4° 6° 3°,19,7°,9.5
87,2025-12-18,Hipódromo Chile,2,13:25,1000m,Condicional,12,Floro Chico,El Manu,,Stud Mackay,3,57,Boris González,Eugenio Switt V.,7-0-0-0-0,11° 10° 12° 6° U°,20,15°,0.5
87,2025-12-18,Hipódromo Chile,2,13:25,1000m,Condicional,13,Aston,Ivan Denisovich,,Stud Cabritis,3,57,Juan Soto,Rodrigo Muñoz M.,4-0-0-0-0,14° 7° 10° 13°,7,11°,4.4
87,2025-12-18,Hipódromo Chile,2,13:25,1000m,Condicional,14,Mefils,Washington,,Stud Dos E,3,57,Fabian Medina,Hernán Pacheco P.,2-0-0-0-0,U° U°,15,26°,10.6
87,2025-12-18,Hipódromo Chile,2,13:25,1000m,Condicional,15,Larompe,Boboman,,Stud Claudio Saide A.,3,57,Gerard Rodríguez,Eduardo Lab R.,4-0-0-0-1,U° 4° 7° 10°,19,3°,15.9
87,2025-12-18,Hipódromo Chile,3,13:50,1000m,Condicional,1,Rey Olimpus,Del Pacifico,,Stud Don Alfonso,3,57,Juan Tapia,Oscar Donate S.,12-0-0-1-2,4° 7° U° 5° 4°,7,12°,5.7
87,2025-12-18,Hipódromo Chile,3,13:50,1000m,Condicional,2,Bravo Torero,Flameaway,,Stud Pepe Elias,3,57,Joaquín Herrera,Genaro J. Covarrubias E.,2-0-0-0-0,7° 7°,19,5°,17.3
87,2025-12-18,Hipódromo Chile,3,13:50,1000m,Condicional,3,Pedernales,Bad Daddy,,Stud Dejenme Sonar,3,57,Felipe Henríquez,Manuel Norambuena Ch.,11-0-0-0-1,7° 9° 6° 5° 6°,7,13°,4.9
87,2025-12-18,Hipódromo Chile,3,13:50,1000m,Condicional,4,Neshely Quashely,Boboman,,Stud Bruce,3,57,Gustavo Aros,Eduardo Lab R.,0-0-0-0-0,,0,11°,7.6
87,2025-12-18,Hipódromo Chile,3,13:50,1000m,Condicional,5,Stavos,Lookin At Lucky,,Stud Doña Ester,3,57,Roberto Avila,Mario Covarrubias,3-0-0-0-0,9° 11° 15°,97,10°,10.0
87,2025-12-18,Hipódromo Chile,3,13:50,1000m,Condicional,6,King Eolo,Kingly,,Stud Oxiper,3,57,Marco Morales,Hernán Pacheco P.,17-0-0-0-0,8° 12° 7° 9° 9°,6,19°,11.2
87,2025-12-18,Hipódromo Chile,3,13:50,1000m,Condicional,7,Indian Blitz,Indian Trail,,Stud Tata Beto,3,57,Fabian Medina,Oscar Donate S.,19-0-2-2-2,4° 5° 2° 3° 11°,7,6°,16.8
87,2025-12-18,Hipódromo Chile,3,13:50,1000m,Condicional,8,Bruno Spiderman,Robert Bruce,,Stud Bruno Alonso,3,57,Jaime Medina,Rodrigo Sánchez Q.,11-0-2-0-2,9° 4° 10° 2° 2°,7,4°,17.8
87,2025-12-18,Hipódromo Chile,3,13:50,1000m,Condicional,9,Tren Bala,El Manu,,Stud Curepto,3,57,Ariel Zúñiga,Jaime Hirmas R.,2-0-0-0-0,5° 11°,35,14°,2.9
87,2025-12-18,Hipódromo Chile,3,13:50,1000m,Condicional,10,Real Envido,Hinz,,Stud G.G.,3,57,Jorge A. González,Luis Urbina H.,7-0-0-4-1,3° 4° 3° 7° 3°,105,2°,21.6
87,2025-12-18,Hipódromo Chile,3,13:50,1000m,Condicional,11,Negro Romero,Boboman,,Stud Macuro,3,57,Gerard Rodríguez,Eduardo Lab R.,1-0-0-0-0,11°,19,7°,14.2
87,2025-12-18,Hipódromo Chile,3,13:50,1000m,Condicional,12,El Gagui,Distorted Economy,,Stud Haras Santa Marta,3,57,Agustin Villagra,Patricio Valderrama C.,5-0-0-0-0,11° 6° 9° 9° 12°,84,15°,2.2
87,2025-12-18,Hipódromo Chile,3,13:50,1000m,Condicional,13,Bello Bijou,Seeking The Dia,,Stud Xeneixe,3,57,Nelson Rojas,Carlos Urbina H.,4-0-2-0-0,10° 2° 2° 6°,19,3°,19.8
87,2025-12-18,Hipódromo Chile,3,13:50,1000m,Condicional,14,Rabioso Pelao,Lookin At Lucky,,Stud Bruno Alonso,3,57,Sebastián González,Juan C. Pichara J.,5-0-0-1-1,7° 10° 3° 4° 9°,19,1°,22.4
87,2025-12-18,Hipódromo Chile,3,13:50,1000m,Condicional,15,Orionista,Alfonso,,Stud Tiro Al Blanco,3,57,Ronald Fournet,Cristián Urbina R.,4-0-0-0-1,11° 4° 5° 8°,42,8°,14.0
87,2025-12-18,Hipódromo Chile,4,14:17,1000m,Handicap,1,Palabra Cierta,Gemologist,,Stud Peter Ecso,7,55,Rodolfo S. Dores,Rodrigo Quiroz S.,151-11-10-4-12,9° 5° 8° 5° 3°,7,4°,13.4
87,2025-12-18,Hipódromo Chile,4,14:17,1000m,Handicap,2,Kolette,Exaggerator,,Stud Preeminencia,4,60,Jorge Vera,Raúl Montesino S.,54-5-3-2-4,U° 4° 12° 8° 1°,6,5°,12.9
87,2025-12-18,Hipódromo Chile,4,14:17,1000m,Handicap,3,Nanverqui,Neko Bay,,Stud Mama Lila,7,55,Fabian Medina,Maritza Pérez A.,177-6-12-14-13,3° 7° 10° 8° 8°,7,8°,11.9
87,2025-12-18,Hipódromo Chile,4,14:17,1000m,Handicap,4,Mano De Bronce,Cunco,,Stud Mario Apablaza G.,6,55,Patricio Galáz,Mario A. Apablaza G.,111-3-3-7-12,4° 10° 6° 5° 3°,7,6°,12.1
87,2025-12-18,Hipódromo Chile,4,14:17,1000m,Handicap,5,Resiliente Gets,Get Jets,,Stud Per Sempre,4,55,Patricio Zúñiga,Rodrigo López B.,28-0-4-4-2,9° 4° U° U° 14°,7,7°,11.9
87,2025-12-18,Hipódromo Chile,4,14:17,1000m,Handicap,6,Chica De Campeones,Annual Report,,Stud Very Luck,5,55,Nicolás Ramirez,Rodrigo Quiroz S.,74-5-9-4-4,7° 4° 5° 3° 7°,7,1°,16.6
87,2025-12-18,Hipódromo Chile,4,14:17,1000m,Handicap,7,King Corleone,Timojin,,Stud Cristian Quiroz E.,9,56,Alvaro Apablaza,Cristian Quiroz E.,152-11-12-10-7,3° 11° 5° 8° 2°,7,9°,11.0
87,2025-12-18,Hipódromo Chile,4,14:17,1000m,Handicap,8,Chiqui Veloz,Gstaad II,,Stud Juana Castro De T.,6,58,Jonathan Castillo,Luis Toledo C.,88-1-12-11-8,4° 10° 3° 12° 2°,5,2°,14.6
87,2025-12-18,Hipódromo Chile,4,14:17,1000m,Handicap,9,Rosa La Vasca,Van Nistelrooy,,Stud Don German,7,55,Joaquín Herrera,Rafael Bernal G.,155-9-12-11-12,11° 4° 7° 13° 5°,7,3°,14.1
87,2025-12-18,Hipódromo Chile,4,14:17,1000m,Handicap,10,Negrita Pecosa,The Lumber Guy,,Stud Corral Quellon,5,55,Benjamin Sancho,Héctor Castillo S.,62-3-2-3-3,6° 4° 3° 12° 7°,21,12°,10.1
87,2025-12-18,Hipódromo Chile,4,14:17,1000m,Handicap,11,Limitless,Hold Me Back,,Stud El Vetero,7,55,Benjamin Troncoso,Leopoldo Parra G.,142-7-10-9-13,10° 8° 9° 4° 6°,7,11°,10.1
87,2025-12-18,Hipódromo Chile,4,14:17,1000m,Handicap,12,Alinfinitoymasalla,Business Bay,,Stud Altamira,4,56,Rodolfo Fuenzalida,Ricardo Rojas S.,16-1-0-1-3,4° 5° 5° 7° 3°,7,10°,10.2
87,2025-12-18,Hipódromo Chile,5,14:42,1000m,Handicap,1,Primer Otrosi,Mendelssohn,,Stud Mosqueteros De Lis,4,56,Nelson Rojas,Hernán Pacheco P.,7-0-0-0-0,9° 12° U° 8° 13°,7,10°,8.2
87,2025-12-18,Hipódromo Chile,5,14:42,1000m,Handicap,2,Soy Enriqueta,State Of Play,,Stud Mameza,9,58,Gustavo Aros,Alejandro Padovani E.,268-21-22-5-18,12° 7° 13° 6° 2°,5,1°,17.3
87,2025-12-18,Hipódromo Chile,5,14:42,1000m,Handicap,3,Juntitos Siempre,Grand Daddy,,Stud Patito,4,56,Patricio Zúñiga,Rodrigo López B.,23-0-0-0-0,12° 9° 7° 5° 8°,7,8°,8.3
87,2025-12-18,Hipódromo Chile,5,14:42,1000m,Handicap,4,Julia Domna,Rydilluc,,Stud Lor Kedimar,8,56,Jorge Zúñiga,José Venegas P.,157-7-13-11-21,4° 3° 12° 13° 5°,2,12°,16.2
87,2025-12-18,Hipódromo Chile,5,14:42,1000m,Handicap,5,Que Hice Mal,International Star,,Stud Los Aviadores,3,56,Lesly C. González,Jaime Hirmas R.,15-0-0-0-0,14° 11° 9° 8° 6°,7,11°,7.0
87,2025-12-18,Hipódromo Chile,5,14:42,1000m,Handicap,6,Incluye Todo,Señor Candy,,Stud Matias Aravena,6,56,Daniel Medina,Juan Aravena M.,47-3-1-1-0,2° 5° U° 14° 13°,5,12°,3.5
87,2025-12-18,Hipódromo Chile,5,14:42,1000m,Handicap,7,Canovanas,Total Impact,,Stud Jose Venegas P.,10,56,Carlos Bustos,José Venegas P.,144-5-10-8-3,10° 7° 10° 12° U°,5,5°,10.2
87,2025-12-18,Hipódromo Chile,5,14:42,1000m,Handicap,8,Beautiful Moon,Exaggerator,,Stud Los Aviadores,4,56,Nicolás Ramirez,Jaime Hirmas R.,55-2-1-2-6,7° 13° 8° 10° 6°,7,4°,13.7
87,2025-12-18,Hipódromo Chile,5,14:42,1000m,Handicap,9,Temporal De Amor,Grand Daddy,,Stud Stud Mauro,5,56,Nicolás Santibañez,Eduardo Lab R.,67-4-0-3-6,6° 11° 12° U° 8°,7,6°,9.5
87,2025-12-18,Hipódromo Chile,5,14:42,1000m,Handicap,10,Mestiza Flor,Midshipman,,Stud Bruno Alonso,6,56,Jorge Vera,Isaac Michea F.,115-6-9-14-6,11° 10° 10° 14° 6°,5,3°,15.3
87,2025-12-18,Hipódromo Chile,5,14:42,1000m,Handicap,11,Infinito Viaje,Viscount Nelson,,Stud Maxicrack,4,56,Rodolfo Fuenzalida,Eugenio Switt V.,24-0-0-0-1,10° 14° 12° 8° U°,7,7°,9.0
87,2025-12-18,Hipódromo Chile,5,14:42,1000m,Handicap,12,Bhadrak,Newfoundland,,Stud Cecilia Falconi,4,56,Cathrine Weilby,José Bravo M.,21-0-0-0-0,13° 8° 8° 5° 7°,7,9°,8.3
87,2025-12-18,Hipódromo Chile,6,15:08,1300m,Condicional,1,Te Cache,Ivan Denisovich,,Stud Stud La Nonna Ltda.,3,57,Jorge A. González,Luis Urbina H.,4-0-1-1-0,10° 9° 3° 2°,28,4°,21.8
87,2025-12-18,Hipódromo Chile,6,15:08,1300m,Condicional,2,Al Contado,Classic Empire,,Stud Los Jeques,3,57,Nicolás Ramirez,Pedro Diaz S.,9-0-1-1-1,10° 4° 5° 3° 2°,7,8°,14.1
87,2025-12-18,Hipódromo Chile,6,15:08,1300m,Condicional,3,Pelao Pelao,Patternrecognition,,Stud Ximena Monica,3,57,Bernardo León,Pedro Molina I.,10-0-0-0-1,10° 10° 8° 10° 9°,7,9°,14.1
87,2025-12-18,Hipódromo Chile,6,15:08,1300m,Condicional,4,Muy Admirado,Admiral,,Stud Maulino,3,57,Rodolfo Fuenzalida,Joao Castillo L.,9-0-2-1-0,3° 5° 6° 2° 8°,7,15°,6.2
87,2025-12-18,Hipódromo Chile,6,15:08,1300m,Condicional,5,Yeseraye,Tapitdoro,,Stud Clauseb,3,57,Sebastián Muñoz,Julio Castillo D.,0-0-0-0-0,,0,11°,9.9
87,2025-12-18,Hipódromo Chile,6,15:08,1300m,Condicional,6,Lone Ranger,Papelon,,Stud Monsenor,3,57,Nelson Rojas,Rodrigo Pulgar A.,9-0-1-3-1,3° 4° 3° 7° 6°,35,2°,25.5
87,2025-12-18,Hipódromo Chile,6,15:08,1300m,Condicional,7,Jets Daddy,Get Jets,,Stud Martina Emilia,3,57,Juan Tapia,Aldo Castagneto U.,3-0-0-0-0,6° 8° 10°,21,13°,9.1
87,2025-12-18,Hipódromo Chile,6,15:08,1300m,Condicional,8,Entre Los Dos,Ivan Denisovich,,Stud Kunz,3,57,Jonathan Castillo,Sergio Alvarado P.,4-0-0-0-0,7° 7° 6° U°,38,12°,9.3
87,2025-12-18,Hipódromo Chile,6,15:08,1300m,Condicional,9,Zulthan,Classic Empire,,Stud Jaime Espiñeira C.,3,57,Wilbert León,Jaime Espineira C.,8-0-0-1-0,5° 10° 8° 3° 5°,7,14°,8.9
87,2025-12-18,Hipódromo Chile,6,15:08,1300m,Condicional,10,Sueños De Leon,Tapitdoro,,Stud Clauseb,3,57,Fabian Medina,Julio Castillo D.,7-0-0-2-1,10° 3° 4° 5° 3°,35,5°,19.7
87,2025-12-18,Hipódromo Chile,6,15:08,1300m,Condicional,11,Murcott,Lookin At Lucky,,Stud Barbastro,3,57,Rafael Cisternas,Andrés Bernal G.,12-0-1-4-1,4° 3° 3° 5° 6°,7,6°,17.6
87,2025-12-18,Hipódromo Chile,6,15:08,1300m,Condicional,12,Gran Taita,Grand Daddy,,Stud San Andres,3,57,Nicolás Santibañez,Luis Urbina H.,9-0-0-0-0,9° 8° 9° 9° 8°,7,16°,3.1
87,2025-12-18,Hipódromo Chile,6,15:08,1300m,Condicional,13,Al Amir,Get Jets,,Stud C.H.C.,3,57,Benjamin Troncoso,Hernán E. Ulloa P.,1-0-1-0-0,2°,13,1°,29.4
87,2025-12-18,Hipódromo Chile,6,15:08,1300m,Condicional,14,Running In Nevada,Spun to Run,,Stud Haras las Camelias,3,57,Ronald Fournet,Cristián Urbina R.,3-0-1-1-0,2° 3° 9°,28,7°,16.6
87,2025-12-18,Hipódromo Chile,6,15:08,1300m,Condicional,15,No Me Dice Nada,Dangerous Midge,,Stud Masaiva,3,57,Gerard Rodríguez,Claudio Bernal G.,3-0-0-0-0,6° 9° 5°,7,10°,12.6
87,2025-12-18,Hipódromo Chile,6,15:08,1300m,Condicional,16,Matsuyama,Good Samaritan,,Stud Paola,3,57,Joaquín Herrera,Mario Rabajille D.,5-0-4-0-0,9° 2° 2° 2° 2°,28,3°,24.4
87,2025-12-18,Hipódromo Chile,7,15:34,1000m,Handicap,1,Satisfy My Soul,Sumerio,,Stud Pequeño Matias,4,56,Jonathan Castillo,Luis Toledo C.,57-0-2-2-5,9° U° 4° 7° 12°,7,2°,12.9
87,2025-12-18,Hipódromo Chile,7,15:34,1000m,Handicap,2,Salma Alegre,Gstaad II,,Stud Gallo,6,59,Roberto Araya,Eugenio Switt V.,127-9-10-8-9,9° 5° 12° 11° 1°,5,1°,16.5
87,2025-12-18,Hipódromo Chile,7,15:34,1000m,Handicap,3,Mi Sueño Secreto,Get Jets,,Stud Haras Cordillera,4,56,Ariel Zúñiga,Leopoldo Parra G.,26-0-0-1-1,7° 12° 9° 13° U°,7,10°,4.7
87,2025-12-18,Hipódromo Chile,7,15:34,1000m,Handicap,4,Manchita Del Ñuble,Admiral,,Stud Hemispheres,5,56,Rodolfo Fuenzalida,Carlos Melero F.,10-0-0-0-1,5° 10° 13° 6° 4°,7,6°,8.1
87,2025-12-18,Hipódromo Chile,7,15:34,1000m,Handicap,5,Señorita Jerico,Masqat,,Stud Los Aviadores,7,56,Benjamin Ayala,Jaime Hirmas R.,80-0-0-0-0,10° 6° 5° 8° 9°,7,12°,3.8
87,2025-12-18,Hipódromo Chile,7,15:34,1000m,Handicap,6,Exagerada Y Buena,Exaggerator,,Stud Armando Lab J.,4,56,Rodrigo Painen,Armando Lab J.,53-0-0-0-1,12° 13° 12° 13° 10°,28,8°,5.7
87,2025-12-18,Hipódromo Chile,7,15:34,1000m,Handicap,7,Bebetian,Masqat,,Stud Los Aviadores,7,56,Lesly C. González,Jaime Hirmas R.,19-0-0-0-0,11° 9° 12° 13° 10°,7,11°,4.3
87,2025-12-18,Hipódromo Chile,7,15:34,1000m,Handicap,8,City Blue,Seeking The Dia,,Stud Jose Venegas P.,6,57,Roberto Avila,José Venegas P.,103-7-4-3-7,10° 12° 12° 5° 3°,5,3°,12.5
87,2025-12-18,Hipódromo Chile,7,15:34,1000m,Handicap,9,Vinnalia,War Command,,Stud Ángel Jaque S.,5,56,Mauricio Galáz,Angel Jaque S.,55-1-6-3-6,5° 7° U° 11° U°,31,5°,9.7
87,2025-12-18,Hipódromo Chile,7,15:34,1000m,Handicap,10,Redquiver,Hootenanny,,Stud Lost Vera,5,56,Rodolfo S. Dores,Rodrigo Quiroz S.,30-1-1-2-1,12° U° 9° 8° 13°,12,4°,12.3
87,2025-12-18,Hipódromo Chile,7,15:34,1000m,Handicap,11,Keep Dreaming,Hiraboku Deep,,Stud Pequeño Matias,4,56,Nelson Rojas,Ricardo Rojas S.,18-0-0-0-1,9° 8° 7° 7° 7°,7,7°,5.7
87,2025-12-18,Hipódromo Chile,7,15:34,1000m,Handicap,12,Alajja,Indian Trail,,Stud Matias Aravena,5,56,José Cueto,Juan Aravena M.,78-2-0-1-3,7° 12° 11° 8° 6°,7,9°,5.0
87,2025-12-18,Hipódromo Chile,8,16:02,1000m,Handicap,1,Bar Code,Distorted Economy,,Stud Los Parra,7,54,Ariel Zúñiga,Leopoldo Parra G.,51-0-1-1-1,13° U° 14° U° 14°,56,14°,4.5
87,2025-12-18,Hipódromo Chile,8,16:02,1000m,Handicap,2,Mr Ranger,Mr Speaker,,Stud Lopito,7,56,Jorge Vera,Isaac Michea F.,112-3-13-14-5,7° 8° 10° 2° 2°,21,10°,10.6
87,2025-12-18,Hipódromo Chile,8,16:02,1000m,Handicap,3,Legende,Sweet Sorrel,,Stud Altamira,7,55,Rodolfo Fuenzalida,Ricardo Rojas S.,83-5-8-7-5,13° 7° 7° 5° 6°,7,9°,11.1
87,2025-12-18,Hipódromo Chile,8,16:02,1000m,Handicap,4,La Nortiña,Viscount Nelson,,Stud Lucaraste,7,55,Patricio Zúñiga,Rodrigo Quiroz S.,115-7-9-9-6,13° U° 11° 12° 7°,7,5°,13.1
87,2025-12-18,Hipódromo Chile,8,16:02,1000m,Handicap,5,John Wayne,Aragorn II,,Stud Papi Rey,12,54,Johan González,Genaro J. Covarrubias E.,384-40-34-26-19,8° 10° 10° 5° 13°,5,13°,6.5
87,2025-12-18,Hipódromo Chile,8,16:02,1000m,Handicap,6,Fabrana,Seeking The Dia,,Stud Altamira,8,55,Joaquín Herrera,Ricardo Rojas S.,173-11-10-15-9,6° 3° 6° 5° 9°,7,2°,16.5
87,2025-12-18,Hipódromo Chile,8,16:02,1000m,Handicap,7,El Maripepa,Hold Me Back,,Stud Cacique,6,55,Diego Carrasco,Juan C. Pichara J.,121-8-14-8-12,9° 2° 4° 9° 10°,7,11°,9.7
87,2025-12-18,Hipódromo Chile,8,16:02,1000m,Handicap,8,Silver Spartan,California Chrome,,Stud Matias Aravena,6,56,Daniel Medina,Juan Aravena M.,53-0-1-1-2,11° 9° 11° 13° U°,140,15°,4.4
87,2025-12-18,Hipódromo Chile,8,16:02,1000m,Handicap,9,Tarrés,Cosmic Trigger,,Stud Flexografica,6,54,Rodrigo Painen,Patricio Valderrama C.,40-3-3-5-1,2° 7° 2° 6° 8°,12,12°,7.2
87,2025-12-18,Hipódromo Chile,8,16:02,1000m,Handicap,10,Vita Kc,Newfoundland,,Stud Pichon,4,55,Benjamin Sancho,Andrés Bernal G.,34-1-1-3-3,9° 8° 8° 4° 4°,7,4°,14.4
87,2025-12-18,Hipódromo Chile,8,16:02,1000m,Handicap,11,Guanaquero,Seeking The Dia,,Stud Yungay,10,55,José Villablanca,Eduardo Lab R.,217-20-9-10-8,9° 11° 1° 7° 11°,7,7°,11.6
87,2025-12-18,Hipódromo Chile,8,16:02,1000m,Handicap,12,Tangerine Tango,Constitution,,Stud El Guati,5,56,Patricio Galáz,Harrison Adonis B.,73-3-6-5-4,12° 11° 12° 10° 12°,7,3°,16.1
87,2025-12-18,Hipódromo Chile,8,16:02,1000m,Handicap,13,Lady Chrome,California Chrome,,Stud Papi Rey,6,56,Gustavo Aros,Hernán Pacheco P.,97-7-5-9-11,10° 9° 9° 6° 6°,7,1°,17.3
87,2025-12-18,Hipódromo Chile,8,16:02,1000m,Handicap,14,Tia Marta,Viscount Nelson,,Stud Valentín Ubilla C.,5,55,Nicolás Santibañez,Juan Ubilla P.,46-1-3-4-3,8° 7° 6° 4° 2°,7,8°,11.4
87,2025-12-18,Hipódromo Chile,8,16:02,1000m,Handicap,15,La Tostadora,Cupid,,Stud Grande Tio Kiko,5,55,Andrés Covarrubias,Hernán Pacheco P.,41-1-2-4-6,3° 4° 3° 3° 4°,5,6°,12.0
87,2025-12-18,Hipódromo Chile,9,16:28,1000m,Handicap,1,Sahara Chrome,California Chrome,,Stud Misacrisei,6,56,Benjamin Troncoso,Eugenio Switt V.,128-5-4-8-10,4° 6° 4° 12° 5°,7,3°,12.7
87,2025-12-18,Hipódromo Chile,9,16:28,1000m,Handicap,2,Bonita Flor,Awesome Patriot,,Stud Valentín Ubilla C.,5,56,Nicolás Santibañez,Juan Ubilla P.,49-0-1-2-2,12° 8° 3° 6° 12°,7,11°,9.2
87,2025-12-18,Hipódromo Chile,9,16:28,1000m,Handicap,3,Roman War,War Command,,Stud La Corina,9,56,Rodrigo Covarrubias,Genaro J. Covarrubias E.,237-25-31-21-26,13° 12° 9° 12° 13°,7,7°,10.7
87,2025-12-18,Hipódromo Chile,9,16:28,1000m,Handicap,4,Power Of Horses,Exaggerator,,Stud Jaime Hirmas R.,6,56,Patricio Galáz,Jaime Hirmas R.,126-3-9-8-8,7° 11° 2° 11° 13°,7,4°,12.4
87,2025-12-18,Hipódromo Chile,9,16:28,1000m,Handicap,5,Su Merci,Sumerio,,Stud Don Ismael,4,56,Roberto Araya,Daniel Contreras A.,40-1-1-3-8,3° 7° 13° 13° 10°,7,1°,14.3
87,2025-12-18,Hipódromo Chile,9,16:28,1000m,Handicap,6,La Soñe,Midshipman,,Stud La Corina,6,56,Johan González,Genaro J. Covarrubias E.,119-9-10-7-5,12° 12° U° U° 10°,7,5°,11.1
