Reunion,Carrera,Hora,Distancia,Lugar,Numero,Ejemplar,Padrillo,Peso_Fisico,Peso_Jinete,Jinete,Preparador,Stud,Dividendo
"Hipódromo Chile 03-01-2026",13,"16:50",1200m,10,12,"Callahan","Viscount Nelson",436,55,"R. Covarrubias","Genaro J. Covarrubias E.","El Mero Mero",69.20
"Hipódromo Chile 03-01-2026",13,"16:50",1200m,11,2,"El King","Megliore Di Tutti",435,55,"J. Toro","Hernán E. Ulloa P.","Alsa",39.20
"Hipódromo Chile 03-01-2026",13,"16:50",1200m,12,8,"Pombito","Constitution",470,55,"R. Fuenzalida","Juan C. Pichara J.","El Mero Mero",4.50
"Hipódromo Chile 03-01-2026",13,"16:50",1200m,13,10,"Hagale Hagale","Patternrecognition",426,55,"L. Silva","Mario A. Apablaza G.","Raices De Codegua",43.10
"Hipódromo Chile 03-01-2026",13,"16:50",1200m,14,9,"Catita Revoltosa","Quick Casablanca",463,54,"L. González","Waleska Peña P.","El Gran Jose",7.80
"Hipódromo Chile 03-01-2026",14,"17:16",1200m,1,6,"Chiquito Campeador","Midshipman",418,54,"B. León","Rafael Bernal G.","Santa Ana",20.60
"Hipódromo Chile 03-01-2026",14,"17:16",1200m,2,7,"El Guason","Imperia II",435,55,"B. Sancho","Maritza Pérez A.","Chaparro De La B.",5.40
"Hipódromo Chile 03-01-2026",14,"17:16",1200m,3,3,"Sir Caleb","Business Bay",449,54,"A. Zúñiga","Ricardo Rojas S.","Altamira",58.10
"Hipódromo Chile 03-01-2026",14,"17:16",1200m,4,2,"Shooting Moon","Alfonso",460,56,"J. Medina","Juan Pablo Baeza J.","Auguri",1.50
"Hipódromo Chile 03-01-2026",14,"17:16",1200m,5,15,"Dalemita","Dubai Sky",421,55,"P. Zúñiga","Rodrigo Quiroz S.","Los Carroza",28.20
"Hipódromo Chile 03-01-2026",14,"17:16",1200m,6,11,"Princesa Ruby","Admiral",487,54,"H. Ochoa","Rodrigo López B.","Per Sempre",25.30
"Hipódromo Chile 03-01-2026",14,"17:16",1200m,7,8,"Pistola Velázquez","Hold Me Back",431,55,"D. Carvacho","Rodrigo Quiroz S.","Rodrigo Quiroz S.",23.60
"Hipódromo Chile 03-01-2026",14,"17:16",1200m,8,1,"El Gran Menotti","Hold Me Back",438,56,"M. Gutiérrez","Rodrigo Quiroz S.","Don Alamiro",10.60
"Hipódromo Chile 03-01-2026",14,"17:16",1200m,9,13,"Nuevo Horizonte","Stevie Wonderboy",440,56,"J. Cueto","Rodrigo Quiroz S.","El Kaiser",41.30
"Hipódromo Chile 03-01-2026",14,"17:16",1200m,10,5,"Soñado Campeon","El Hueñe",515,55,"A. Covarrubias","Julio Castillo D.","Tilin Corto La Cuerda",49.80
"Hipódromo Chile 03-01-2026",14,"17:16",1200m,11,9,"Mi Mikaela","Exaggerator",453,54,"L. González","Julio Castillo D.","El Gallito",16.10
"Hipódromo Chile 03-01-2026",14,"17:16",1200m,12,14,"Gran Vera","Good Samaritan",413,56,"R. Avila","Rodrigo Quiroz S.","C.V.D.",16.80
"Hipódromo Chile 03-01-2026",14,"17:16",1200m,13,12,"Hermano Eric","Gemologist",479,56,"M. Morales","Alejandro Padovani E.","Carjor",10.70
"Hipódromo Chile 03-01-2026",14,"17:16",1200m,U,10,"Sra Elizabeth","Good Samaritan",438,56,"N. Santibañez","Luis Urbina H.","Isabelita",13.60
"Hipódromo Chile 03-01-2026",15,"17:44",1000m,1,2,"Terrible Bruno","Ya Primo",443,56,"R. Painen","Juan C. Pichara J.","Bruno Alonso",3.70
"Hipódromo Chile 03-01-2026",15,"17:44",1000m,2,10,"Tren a Cajon","Dylan Thomas",495,56,"P. Zúñiga","Rodrigo López B.","Patito",19.40
"Hipódromo Chile 03-01-2026",15,"17:44",1000m,3,4,"Compadre Cristian","Gstaad II",490,55,"J. Villablanca","Genaro J. Covarrubias E.","Janira Elgueta",7.50
"Hipódromo Chile 03-01-2026",15,"17:44",1000m,4,7,"Lexus","Katmai",468,55,"N. Ramirez","Rodrigo Pulgar A.","Fos",3.50
"Hipódromo Chile 03-01-2026",15,"17:44",1000m,5,14,"Free Rein","Hold Me Back",494,56,"R.S. Dores","Ricardo Rojas S.","Chamo Candela",11.00
"Hipódromo Chile 03-01-2026",15,"17:44",1000m,6,9,"Volaste A La Meta","Dylan Thomas",464,54,"J. Toro","Pedro Diaz S.","Pedro Diaz S.",22.80
"Hipódromo Chile 03-01-2026",15,"17:44",1000m,7,6,"Ponle Toby","El Distinto",418,54,"M. Gutiérrez","Rafael Bernal G.","Los Tordillos",16.60
"Hipódromo Chile 03-01-2026",15,"17:44",1000m,8,13,"Nueva Vida","Zawraq",438,56,"G. Aros","Alejandro Padovani E.","Luis Salinas O'neill",7.10
"Hipódromo Chile 03-01-2026",15,"17:44",1000m,9,1,"Cosita Dulce","Newfoundland",406,56,"W. León","Rodrigo Pulgar A.","Monsenor",39.00
"Hipódromo Chile 03-01-2026",15,"17:44",1000m,10,8,"Lecclerc","Constitution",554,54,"D. Carrasco","Juan C. Pichara J.","Vasquez Retamales",42.40
"Hipódromo Chile 03-01-2026",15,"17:44",1000m,11,12,"Moment Of Get","Get Jets",443,56,"B. León","Mario Covarrubias","Doña Ester",8.20
"Hipódromo Chile 03-01-2026",15,"17:44",1000m,12,3,"Ukiyo","California Chrome",453,53,"L. González","Maritza Pérez A.","Fusta y Poncha",8.90
"Hipódromo Chile 03-01-2026",15,"17:44",1000m,13,5,"Monkypoc","Gstaad II",450,54,"B. González","Genaro J. Covarrubias E.","Samia Widad",33.30
"Hipódromo Chile 03-01-2026",15,"17:44",1000m,14,15,"Legende","Sweet Sorrel",458,55,"R. Fuenzalida","Ricardo Rojas S.","Altamira",54.10
"Hipódromo Chile 03-01-2026",15,"17:44",1000m,U,11,"Dubai Wind","Dubai Sky",427,56,"R. Covarrubias","Genaro J. Covarrubias E.","Don Andres",30.70
"Hipódromo Chile 03-01-2026",16,"18:11",1200m,1,2,"El Canchero","Midshipman",493,55,"J. Zúñiga","Pedro Molina I.","Isla Torina",4.00
"Hipódromo Chile 03-01-2026",16,"18:11",1200m,2,13,"Cicarelli","Constitution",465,55,"J. González","Genaro J. Covarrubias E.","La Corina",31.20
"Hipódromo Chile 03-01-2026",16,"18:11",1200m,3,7,"Yo Lo Entiendo","Patternrecognition",444,55,"C. Ortega","Eduardo Lab R.","Per Sempre",22.10
"Hipódromo Chile 03-01-2026",16,"18:11",1200m,4,15,"Tetra Goleador Z","Dubai Sky",492,55,"A. Vásquez","Oscar Donate S.","Patricio Millar M.",7.30
"Hipódromo Chile 03-01-2026",16,"18:11",1200m,5,5,"Lady Manu","State Of Play",500,54,"A. Zúñiga","Alejandro Martínez C.","Carlos Nuñez G.",17.00
"Hipódromo Chile 03-01-2026",16,"18:11",1200m,6,6,"Rucco","Tourist",499,54,"R.S. Dores","Pedro Diaz S.","Los Jeques",12.80
"Hipódromo Chile 03-01-2026",16,"18:11",1200m,7,3,"Zapiga","Spun to Run",442,54,"J. Herrera","Luis Urbina H.","Josemac",5.10
"Hipódromo Chile 03-01-2026",16,"18:11",1200m,8,9,"Solo Amigos","Hootenanny",461,54,"L. Silva","Alejandro Padovani E.","Alevuk",7.50
"Hipódromo Chile 03-01-2026",16,"18:11",1200m,9,4,"Maxiwario","Viscount Nelson",470,55,"R. Covarrubias","Genaro J. Covarrubias E.","La Corina",9.50
"Hipódromo Chile 03-01-2026",16,"18:11",1200m,10,12,"Baby Shak","Kingly",480,55,"R. Fuenzalida","Juan C. Pichara J.","Vasquez Retamales",3.40
"Hipódromo Chile 03-01-2026",16,"18:11",1200m,11,1,"Romanini","Good Samaritan",423,56,"N. Santibañez","Hernán Pacheco P.","Mosqueteros De Lis",63.10
"Hipódromo Chile 03-01-2026",16,"18:11",1200m,12,14,"Sigue Igual","Alfonso",463,56,"D. Sánchez","Julio Castillo D.","Baemar",17.00
"Hipódromo Chile 03-01-2026",16,"18:11",1200m,13,8,"City Blue","Seeking The Dia",424,54,"R. Avila","José Venegas P.","Jose Venegas P.",33.80
"Hipódromo Chile 03-01-2026",16,"18:11",1200m,14,11,"Yo Soy Yi","Grand Daddy",446,54,"G. Givovich","Héctor Manríquez F.","Savka Hermanos",76.10
"Hipódromo Chile 03-01-2026",17,"18:37",1400m,1,10,"Primer Vals","Midshipman",488,57,"J. Herrera","Julio Orellana R.","Doña Eliana",4.30
"Hipódromo Chile 03-01-2026",17,"18:37",1400m,2,7,"Jamon Serrano","Star Dabbler",484,56,"B. Troncoso","Alejandro Padovani E.","Carjor",11.70
"Hipódromo Chile 03-01-2026",17,"18:37",1400m,3,1,"Yahshua","Good Samaritan",472,60,"G. Aros","Rodrigo Pulgar A.","Tio Javi",2.50
"Hipódromo Chile 03-01-2026",17,"18:37",1400m,4,3,"Niño Indomable","Distorted Economy",485,50,"J. Zúñiga","Cristián Urbina R.","Gran Xime",2.40
"Hipódromo Chile 03-01-2026",17,"18:37",1400m,5,2,"Latour Cent","Goldencents",487,58,"B. León","Pedro Diaz S.","Los Jeques",11.90
"Hipódromo Chile 03-01-2026",17,"18:37",1400m,6,4,"Rechazado","Cunco",499,57,"J. González","Genaro J. Covarrubias E.","La Corina",24.50
"Hipódromo Chile 03-01-2026",17,"18:37",1400m,7,9,"Presente Cha","Constitution",462,51,"L. González","Genaro J. Covarrubias E.","Quarter Dollar",26.80
"Hipódromo Chile 03-01-2026",17,"18:37",1400m,8,5,"Kino","Aragorn II",490,51,"D. Carrasco","Ricardo Rojas S.","Camilo Osses",39.30
"Hipódromo Chile 03-01-2026",17,"18:37",1400m,9,8,"Flagship","Constitution",538,52,"A. Vásquez","Theodore.Cachely.","Robledo's",10.60
"Hipódromo Chile 03-01-2026",17,"18:37",1400m,U,6,"Lerici","Constitution",487,51,"W. León","Oscar Donate S.","Guillermo Cordova T.",31.70
"Hipódromo Chile 03-01-2026",18,"19:06",1200m,1,8,"Beast Mode","Grand Daddy",500,54,"N. Ramirez","Carlos Urbina H.","Irlandes",1.90
"Hipódromo Chile 03-01-2026",18,"19:06",1200m,2,11,"Pajoma","Bad Daddy",451,54,"J. Cueto","Isaac Michea F.","Bruno Alonso",48.40
"Hipódromo Chile 03-01-2026",18,"19:06",1200m,3,3,"Petimetre","Competitive Edge",481,54,"H. Ochoa","Rodrigo Pulgar A.","Galiano",16.60
"Hipódromo Chile 03-01-2026",18,"19:06",1200m,4,2,"Ampuero","International Star",451,55,"D. Carvacho","Rodrigo Quiroz S.","Malcib",24.70
"Hipódromo Chile 03-01-2026",18,"19:06",1200m,5,5,"La Chucky Trini","Stevie Wonderboy",420,54,"L. González","Genaro J. Covarrubias E.","El Magico Charly",17.80
"Hipódromo Chile 03-01-2026",18,"19:06",1200m,6,12,"Royal Dublin","Katmai",503,56,"R. Fuenzalida","Aldo Castagneto U.","Claro",32.50
"Hipódromo Chile 03-01-2026",18,"19:06",1200m,7,10,"Macallan","Spun to Run",488,55,"G. Aros","Alejandro Padovani E.","Haras las Camelias",3.90
"Hipódromo Chile 03-01-2026",18,"19:06",1200m,8,13,"Ruletazo","Constitution",433,56,"J. Herrera","Genaro J. Covarrubias E.","Pepe Elias",15.40
"Hipódromo Chile 03-01-2026",18,"19:06",1200m,9,4,"Risby","Seeking The Dia",455,55,"P. Reyes","Rodrigo Sánchez Q.","Super Super",74.00
"Hipódromo Chile 03-01-2026",18,"19:06",1200m,10,6,"La Instrumentista","Exaggerator",416,54,"R. Avila","Isaac Michea F.","Angelica Y Francisco",45.70
"Hipódromo Chile 03-01-2026",18,"19:06",1200m,11,14,"Resistente","Patternrecognition",473,56,"J. Medina","Juan Pablo Baeza J.","Hermanos",7.10
"Hipódromo Chile 03-01-2026",18,"19:06",1200m,12,9,"Ofestivo","Omayad",462,54,"W. León","Jaime Espineira C.","Jaime Espiñeira C.",26.80
"Hipódromo Chile 03-01-2026",18,"19:06",1200m,13,7,"Van Basten","Omayad",496,55,"M. Gutiérrez","Rafael Bernal G.","La Flo",45.70
"Hipódromo Chile 03-01-2026",18,"19:06",1200m,14,1,"El Rey Julian","Khozan",415,56,"S. González","Rodrigo Quiroz S.","Artigas",6.90
"Hipódromo Chile 03-01-2026",18,"19:06",1200m,U,15,"Rubia Morena","Classic Empire",475,55,"M. Morales","Cristian Quiroz E.","Fos",68.00
"Hipódromo Chile 03-01-2026",19,"19:33",1000m,1,5,"Mente Brillante","Mo Town",455,56,"M. Bustamante","Juan C. Pichara J.","Callasis For Ever",4.70
"Hipódromo Chile 03-01-2026",19,"19:33",1000m,2,14,"Fast Pattern","Patternrecognition",465,57,"N. Ramirez","Patricio Valderrama C.","Chispita",4.60
"Hipódromo Chile 03-01-2026",19,"19:33",1000m,3,8,"Gran Lucretio","Mr Speaker",464,55,"B. Sancho","Theodore.Cachely.","Don Chato",8.40
"Hipódromo Chile 03-01-2026",19,"19:33",1000m,4,6,"Kaunas","Annual Report",472,54,"P. Zúñiga","Rodrigo López B.","Bruno Alonso",4.00
"Hipódromo Chile 03-01-2026",19,"19:33",1000m,5,12,"Javiera Constanza","Monthir",413,57,"N. Santibañez","Juan Aravena M.","Matias Aravena",18.70
"Hipódromo Chile 03-01-2026",19,"19:33",1000m,6,2,"Famosa Luz","Midshipman",401,56,"W. León","Genaro J. Covarrubias E.","Don Andres",9.50
"Hipódromo Chile 03-01-2026",19,"19:33",1000m,7,13,"Lucia De Siracusa","Good Samaritan",441,57,"G. Aros","Alejandro Padovani E.","Mameza",5.90
"Hipódromo Chile 03-01-2026",19,"19:33",1000m,8,3,"Socio Manuel","Forward March",440,54,"N. Venegas","Luis Machulas G.","Cayo",16.50
"Hipódromo Chile 03-01-2026",19,"19:33",1000m,9,10,"Linda Alma","International Star",422,56,"R. Fuenzalida","Eduardo Lab R.","Medio Oriente",46.10
"Hipódromo Chile 03-01-2026",19,"19:33",1000m,10,15,"Amor De Chocolate","Awesome Patriot",414,55,"C. Ortega","Eduardo Lab R.","Stud Mauro",15.20
"Hipódromo Chile 03-01-2026",19,"19:33",1000m,11,1,"Atraquele Compadre","Mr Speaker",466,57,"G. Givovich","Juan C. Pichara J.","Crisval",29.30
"Hipódromo Chile 03-01-2026",19,"19:33",1000m,12,9,"No Me Pilla","Seeking The Dia",424,54,"J. Cueto","Rodrigo Quiroz S.","Los Quirsan",31.30
"Hipódromo Chile 03-01-2026",19,"19:33",1000m,13,4,"Magico Ideal","Viscount Nelson",427,56,"M. Gutiérrez","Rafael Bernal G.","Toro",13.70
"Hipódromo Chile 03-01-2026",19,"19:33",1000m,14,11,"Red Rojo Red","Seeking The Dia",499,54,"L. Silva","Enrique M. Becar B.","Rosa Del Carmen",42.50
"Hipódromo Chile 03-01-2026",20,"20:00",1400m,1,2,"Tony Montana","Hootenanny",502,57,"B. Sancho","José Ignacio Inda D.","Polpaico",2.10
"Hipódromo Chile 03-01-2026",20,"20:00",1400m,2,6,"Malandro","Mendelssohn",440,52,"L. Silva","Alejandro Padovani E.","Carnes Oly",15.70
"Hipódromo Chile 03-01-2026",20,"20:00",1400m,3,9,"Black Spots","Dubai Sky",506,51,"J. Zúñiga","Luis Urbina H.","Manchas Negras",17.40
"Hipódromo Chile 03-01-2026",20,"20:00",1400m,4,5,"Lindo Dia","Awesome Patriot",464,52,"J. Toro","Rodrigo Quiroz S.","La Catedral",24.70
"Hipódromo Chile 03-01-2026",20,"20:00",1400m,5,10,"Aquimbao","Mo Town",495,55,"J. Medina","Juan Pablo Baeza J.","Linlinao",5.70
"Hipódromo Chile 03-01-2026",20,"20:00",1400m,6,1,"Rio Serrano","Constitution",486,60,"C. Ortega","Juan Pablo Baeza J.","Mar Y Sol",13.90
"Hipódromo Chile 03-01-2026",20,"20:00",1400m,7,3,"Giancarlo","Mo Town",496,51,"A. Vásquez","Rodrigo López B.","Linares",6.90
"Hipódromo Chile 03-01-2026",20,"20:00",1400m,8,8,"Toruk Makto","The Lumber Guy",512,54,"N. Ramirez","Cristián Urbina R.","Haras Lizzie",6.80
"Hipódromo Chile 03-01-2026",20,"20:00",1400m,9,4,"Fragmentado","Dubai Sky",459,55,"S. González","Rodrigo Quiroz S.","Amapolas",21.60
"Hipódromo Chile 03-01-2026",20,"20:00",1400m,10,7,"Pancho Malo","Dylan Thomas",477,54,"P. Zúñiga","Julio Castillo D.","Corral Hipico",21.00
"Hipódromo Chile 03-01-2026",20,"20:00",1400m,11,13,"Jerezano","Ivan Denisovich",470,58,"R.S. Dores","Pedro Diaz S.","Los Jeques",39.10
"Hipódromo Chile 03-01-2026",20,"20:00",1400m,12,11,"Esterios","Boboman",554,50,"W. León","Alejandro Padovani E.","Gaona Hermanos",49.30
"Hipódromo Chile 03-01-2026",20,"20:00",1400m,U,12,"Guerrero Max","California Chrome",478,58,"K. Espina","Patricio Valderrama C.","Charito",7.60
"Hipódromo Chile 03-01-2026",21,"20:30",1200m,1,1,"Enseñame","Ivan Denisovich",461,56,"R. Cisternas","Eugenio Switt V.","Los Garrido",13.00
"Hipódromo Chile 03-01-2026",21,"20:30",1200m,2,15,"Selenza","Good Samaritan",446,55,"J. González","Genaro J. Covarrubias E.","JS",17.30
"Hipódromo Chile 03-01-2026",21,"20:30",1200m,3,8,"Zefiro","Mendelssohn",446,55,"S. González","J. Araya B.","Bengo",7.70
"Hipódromo Chile 03-01-2026",21,"20:30",1200m,4,9,"Dismai","Katmai",474,54,"D. Sánchez","Theodore.Cachely.","Rio Quilimari",52.40
"Hipódromo Chile 03-01-2026",21,"20:30",1200m,5,6,"Cuatro De Copas","Dylan Thomas",468,54,"M. Gutiérrez","José Bravo M.","Sultan Cra",6.90
"Hipódromo Chile 03-01-2026",21,"20:30",1200m,6,3,"Loco Gandhi","Dylan Thomas",485,54,"A. Vásquez","Rodrigo López B.","Morat",12.50
"Hipódromo Chile 03-01-2026",21,"20:30",1200m,7,7,"Tatuador","Goldencents",446,55,"J. Medina","Patricio Valderrama C.","Bruno Alonso",14.90
"Hipódromo Chile 03-01-2026",21,"20:30",1200m,8,14,"Grande Panchito","Good Samaritan",496,56,"G. Givovich","Ricardo Rojas S.","Pequeño Matias",65.20
"Hipódromo Chile 03-01-2026",21,"20:30",1200m,9,12,"Alazan Lucero","Flameaway",527,56,"G. Aros","Alejandro Padovani E.","Carnes Oly",2.90
"Hipódromo Chile 03-01-2026",21,"20:30",1200m,10,10,"Giorgio Di Capri","Sonoma Band",438,55,"R. Painen","Maritza Pérez A.","Garage Jcs",24.80
"Hipódromo Chile 03-01-2026",21,"20:30",1200m,11,11,"Easy Peasy","Mo Town",431,54,"H. Ochoa","Rodrigo Pulgar A.","Los Sarmientos",27.90
"Hipódromo Chile 03-01-2026",21,"20:30",1200m,12,2,"El Joker","Grand Daddy",501,55,"B. Sancho","Rodrigo Quiroz S.","Viva Chile",28.10
"Hipódromo Chile 03-01-2026",21,"20:30",1200m,13,13,"Bruno Spiderman","Robert Bruce",440,55,"J. Herrera","Rodrigo Sánchez Q.","Bruno Alonso",3.90
"Hipódromo Chile 03-01-2026",21,"20:30",1200m,14,4,"Me La Gane Solo","International Star",487,55,"J. Zúñiga","Eduardo Lab R.","Cristian Manuel",7.10
"Hipódromo Chile 03-01-2026",22,"21:00",1200m,1,1,"Alba Brava","Kingly",457,56,"G. Aros","Alejandro Padovani E.","Las Tres Marias",5.80
"Hipódromo Chile 03-01-2026",22,"21:00",1200m,2,5,"Massu Tare","International Star",476,54,"J. Medina","Oscar Silva S.","Tarantino",4.10
"Hipódromo Chile 03-01-2026",22,"21:00",1200m,3,12,"Inna","Patternrecognition",459,56,"B. León","Pedro Molina I.","Isla Torina",2.90
"Hipódromo Chile 03-01-2026",22,"21:00",1200m,4,15,"Tirrel","Ivan Denisovich",472,55,"M. Morales","Pedro Diaz S.","Los Jeques",13.60
"Hipódromo Chile 03-01-2026",22,"21:00",1200m,5,4,"Pachekin","Grand Daddy",515,55,"J. Zúñiga","Hernán Pacheco P.","Oxiper",7.40
"Hipódromo Chile 03-01-2026",22,"21:00",1200m,6,7,"Blessed","Good Samaritan",440,54,"D. Carvacho","Rodrigo Quiroz S.","C.V.D.",32.50
"Hipódromo Chile 03-01-2026",22,"21:00",1200m,7,13,"Dakhar","Classic Empire",451,55,"A. Covarrubias","Mario Covarrubias","Felipe Jesus",10.10
"Hipódromo Chile 03-01-2026",22,"21:00",1200m,8,2,"Indian Tiger","Indian Trail",500,55,"J. Villablanca","Julio Castillo D.","Corral Hipico",49.80
"Hipódromo Chile 03-01-2026",22,"21:00",1200m,9,6,"Run Fast","Cunco",440,54,"W. León","Cristián Urbina R.","C Y G",27.30
"Hipódromo Chile 03-01-2026",22,"21:00",1200m,10,3,"Vieja Chela","Boboman",506,54,"N. Santibañez","Julio Castillo D.","Corral Hipico",53.10
"Hipódromo Chile 03-01-2026",22,"21:00",1200m,11,11,"Tamberi","The Lumber Guy",427,54,"J. Herrera","José Alvarez D.","Jose Alvarez D.",14.30
"Hipódromo Chile 03-01-2026",22,"21:00",1200m,12,8,"El Whisky Cuando","Mayakovsky",515,54,"L. Silva","Julio Castillo D.","El Gallito",9.60
"Hipódromo Chile 03-01-2026",22,"21:00",1200m,13,10,"Nagao","Hiraboku Deep",484,55,"A. Vásquez","Rodrigo López B.","Rodrigo López B.",14.10
"Hipódromo Chile 03-01-2026",22,"21:00",1200m,14,9,"Show Paint","Show Card",433,54,"N. Venegas","Eugenio Switt V.","Los Garrido",54.60
"Hipódromo Chile 03-01-2026",23,"21:30",1200m,1,13,"Isidora Mia","Cunco",491,55,"A. Apablaza","Alejandro Padovani E.","Florencia Paz",13.10
"Hipódromo Chile 03-01-2026",23,"21:30",1200m,2,2,"Lachito","Midshipman",471,55,"R. Painen","Alexis Pérez D.","Fos",6.20
"Hipódromo Chile 03-01-2026",23,"21:30",1200m,3,3,"Tio Juan","Dubai Sky",478,53,"L. Silva","Alejandro Padovani E.","Carjor",9.20
"Hipódromo Chile 03-01-2026",23,"21:30",1200m,4,4,"Chino Matador","Viscount Nelson",422,54,"M. Gutiérrez","Héctor Castillo S.","Ogun",13.40
"Hipódromo Chile 03-01-2026",23,"21:30",1200m,5,10,"Papito Alfredo","Hold Me Back",480,55,"R.S. Dores","Pedro Diaz S.","Vida Nueva",9.80
"Hipódromo Chile 03-01-2026",23,"21:30",1200m,6,1,"Luz Oculta","Mendelssohn",462,59,"R. Covarrubias","Mario Covarrubias","Quarter Dollar",4.00
"Hipódromo Chile 03-01-2026",23,"21:30",1200m,7,6,"Bruno El Terrible","Gemologist",496,53,"D. Carrasco","Juan C. Pichara J.","Bruno Alonso",41.90
"Hipódromo Chile 03-01-2026",23,"21:30",1200m,8,15,"Good Partner","Exaggerator",435,54,"S. González","Eugenio Switt V.","Carlos Cavieres",6.70
"Hipódromo Chile 03-01-2026",23,"21:30",1200m,9,11,"Piter Alfonso","Scat Royal",423,53,"J. Medina","Claudio Bernal G.","Maitenal",16.80
"Hipódromo Chile 03-01-2026",23,"21:30",1200m,10,14,"Monchitocrack","Grand Daddy",501,59,"O. Meneses","Juan C. Pichara J.","Vasquez Retamales",25.50
"Hipódromo Chile 03-01-2026",23,"21:30",1200m,11,7,"Un Guarito","Tourist",461,54,"J. González","Genaro J. Covarrubias E.","El Mero Mero",24.50
"Hipódromo Chile 03-01-2026",23,"21:30",1200m,12,5,"Beniblu","Classic Empire",473,53,"W. León","Alejandro Padovani E.","Veintiseis",38.30
"Hipódromo Chile 03-01-2026",23,"21:30",1200m,13,8,"Ahsoka","Newfoundland",460,53,"J. Soto","Julio Castillo D.","Baemar",16.70
"Hipódromo Chile 03-01-2026",23,"21:30",1200m,14,12,"Akrapovic","Patternrecognition",501,58,"G. Aros","Alejandro Padovani E.","Elephant",4.40
"Hipódromo Chile 03-01-2026",23,"21:30",1200m,U,9,"Mi Menchita","Morning Raider",464,53,"A. Vásquez","Maritza Pérez A.","León Poblete",23.10
